spot_id,name_local,name_ko,translation_status,description,areas,categories,source_url,disposition,classification,reason
26993,ふくや味の明太子工場ハクハク,,official_korean_unavailable,1948年創業。日本で初めて漬け込み式明太子の製造・販売を手掛けた「ふくや」の明太子工場です。 ふくや味の明太子工場では工場見学をはじめ、お子様から大人までお楽しみいただける明太子作り体験を毎日開催。 明太子を堪能できるメニューをご用意したカフェコーナーやお土産を購入できる売店を併設しています。カフェコーナーではお子さまでも食べられる辛くない明太子もご用意しております。 また、博多の伝...,博多駅|博多旧市街|EAST COAST,その他|ファミリー,https://yokanavi.com/spots/26993,excluded,individual_food_business,name matched non-primary rule: レストラン|カフェ|喫茶|食堂|料理店|ラーメン|うどん|そば|寿司|鮨|焼肉|居酒屋|バー$|珈琲|コーヒー|ベーカリー|味のめんたい|明太子
26995,味のめんたい 福太郎,아지노멘타이 '후쿠타로',official_korean,「見て・知って・楽しんで」を合言葉に、無料の工場見学が楽しめるお得な施設。明太子の製造工程や歴史をビデオで見た後、ガラス越しに計量や箱詰作業が見学できる。海の中をイメージした館内で、明太子が製造される過程を学ぼう。試食やプレゼントなどのお楽しみも。,南,その他|ファミリー,https://yokanavi.com/spots/26995,excluded,individual_food_business,name matched non-primary rule: レストラン|カフェ|喫茶|食堂|料理店|ラーメン|うどん|そば|寿司|鮨|焼肉|居酒屋|バー$|珈琲|コーヒー|ベーカリー|味のめんたい|明太子
27079,ホテル イル・パラッツォ,호텔 일 파랏조,official_korean,日本に8施設だけの “スモール・ラグジュアリー・オブ・ザ・ワールド”に加盟できたホテル。 コンセプトは“プライベート空間”。 一本の小径が配されたエントランスや個室感覚のダイニングなど、 他の宿泊客が気にならない“プライバシー”に配慮した造りとなっている。 黒を基調としたホテルの随所には、シャンデリアやライトアップが施され、ラグジュアリー感を演出。 通常のホテルとは異をなる特別な...,天神・薬院,建築物,https://yokanavi.com/spots/27079,excluded,lodging,name matched non-primary rule: ホテル|旅館|民宿|ゲストハウス|宿泊|キャンプ場
235805,王貞治ベースボールミュージアム Supported by 博多グリーンホテル,,official_korean_unavailable,野球人・王貞治の魅力を核としたスポーツミュージアム。 王貞治氏の軌跡を最新の展示手法で表現する「ヒストリーゾーン」と、王貞治氏の野球への想いを体験型アトラクションに凝縮し、打つ、投げる、捕るなど様々なチャレンジが楽しめる「89（やきゅう）パーク」などのエリアを楽しめます。 料金 大人（16歳以上）: 1800円 小人（7歳～15歳）: 900円 ※ハイシーズンは料金が異なる場合が...,シーサイドももち・早良,その他|レジャー・アウトドア|スポーツ|ファミリー,https://yokanavi.com/spots/235805,excluded,lodging,name matched non-primary rule: ホテル|旅館|民宿|ゲストハウス|宿泊|キャンプ場
27129,ボートレース福岡,후쿠오카 경정,official_korean,福岡市と福岡都市圏広域行政事業組合が運営する公営競走場。 昭和28年以来，福岡市の中心街“天神”から徒歩約15分と利便性にも優れ，安心して遊べる身近なレジャースポットとして親しまれています。 スタンドからは福岡ポートタワー，福岡都市高速道路，博多湾に発着する船も眺められ，日常の生活を忘れ，のどかな別世界の時間を過ごせます。 さらに，週末には場内でさまざまなイベントが開催しており，芝生広...,天神・薬院,その他,https://yokanavi.com/spots/27129,excluded,non_primary_category,no primary sightseeing category: その他
27119,博多温泉 富士の苑,하카타온천 후지노엔,official_korean,博多駅の南５キロ、清流那珂川の中流河畔に位置。昭和46年、101メートルを掘削し、47度の高温と１日200トンの豊富な湯量で賑わう都市型温泉旅館。泉質はカルシウムナトリウム塩化物泉でラドン、ホウ酸等を多量に含み、体がとても温まり色白になる性質があります。神経痛や皮膚病に効能があり、飲むと消化器系にも良いとされています。日帰り入浴、御宴会、御宿泊に是非一度お立寄り下さい。 客室数：10室／レス...,南,その他,https://yokanavi.com/spots/27119,excluded,non_primary_category,no primary sightseeing category: その他
27148,川端通商店街,카와바타 상점가에 대하여,official_korean,博多でもっとも歴史がある商店街。およそ400ｍのアーケードには約130店舗が軒を連ねます。博多人形をはじめとしたおみやげ店、山笠グッズを集めた店、玄界灘の幸や人気ラーメン店もあり、博多散策の定番スポット。金・土・日曜やイベント時には、商店街の中にあるイベント広場で名物の川端ぜんざいも味わえます。夕方5時には完売するため、早めに行くのがオススメ！,博多旧市街,その他,https://yokanavi.com/spots/27148,excluded,non_primary_category,no primary sightseeing category: その他
85804,福岡市中央卸売市場青果市場(ベジフルスタジアム),베지후루스타디엄 (후쿠오카시 중앙도매시장 청과시장),official_korean,市内3か所にあった青果市場・西部市場・東部市場の3市場を移転統合し、2016年2月に開場しました。 高度な品質管理と物流の効率化で、新鮮かつ安全・安心な青果物を福岡市民に供給しています。 青果物の常設販売はありませんが、特別にそれらを販売するイベント「ベジフル感謝祭」を毎月第3土曜日に開催しています。 ベジフル感謝祭では、野菜や果物だけでなく、干物やお花、鮮魚など豊富な商品も購入できます。,EAST COAST,その他,https://yokanavi.com/spots/85804,excluded,non_primary_category,no primary sightseeing category: その他
26973,福岡市中央卸売市場鮮魚市場（長浜鮮魚市場）,후쿠오카시 수산시장 시장회관,official_korean,新鮮な海の幸で知られる博多の台所。ビルの中には、魚っちんぐプラザなど楽しく学べる施設があり、こちらでは福岡市鮮魚市場の1日や、日本で獲れる魚の漁法などを教えてくれる。また、新鮮な魚介類がいただける食事処も充実。,天神・薬院,その他,https://yokanavi.com/spots/26973,excluded,non_primary_category,no primary sightseeing category: その他
80784,福岡市科学館,후쿠오카시 과학관,official_korean,2017年10月に開館し、名誉館長を務めるのは九州大学・大学院出身の宇宙飛行士・若田 光一氏。 220席のシートがゆったりと配置された6階のドームシアター(プラネタリウム)のドームの直径は25メートルの大きさを誇り、3Dデジタルサラウントシステムにより、驚異の立体感と臨場感を体感できます。 5階の基本展示室では、無限の宇宙、わたしたちをとりまく環境、身近な生活を支える科学技術、生命のふし...,大濠・六本松,その他,https://yokanavi.com/spots/80784,excluded,non_primary_category,no primary sightseeing category: その他
26955,西新リヤカー部隊（西新中央商店街）,니시진 리어카부대,official_korean,福岡市早良区の西新中央商店街、道の中央ににズラリとならぶリヤカーの行列。通称「リヤカー部隊」。 西新行商組合が、産地直送の野菜や、近海で獲れる魚介類、花などをリヤカーに積んで売っている。どのリヤカーの商品も安くて新鮮。通りには連日、地域の人々はもちろん、遠方からも馴染み客がやってきて買い求めている。販売しているのは高齢の方々がほとんどだが威勢のいいかけ声とともにいつも活気に満ち溢れている。,シーサイドももち・早良,その他,https://yokanavi.com/spots/26955,excluded,non_primary_category,no primary sightseeing category: その他
27017,'【パブリックアート】着衣の横たわる母と子,,official_korean_unavailable,作者は20世紀を代表するイギリスの現代彫刻家、ヘンリー・ムーア。福岡市政100周年を記念し、市民からの基金によって設置された。子供を包み込むようにして博多駅前に横たわるその姿は、博多を訪れる人までも優しく包み込んでくれるようだ。,博多駅,アートスポット|文化・芸術|建築物,https://yokanavi.com/spots/27017,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
27018,'【パブリックアート】風のプリズム,,official_korean_unavailable,中洲の水上公園に建つ。1983年から始まった、「彫刻のあるまちづくり」プロジェクトの第1号作品で、作者は新宮晋。「大陸からの風を受けて回転し、光を拡散する」というテーマのもとに制作された。,天神・薬院,アートスポット|文化・芸術|建築物,https://yokanavi.com/spots/27018,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
236855,010 BUILDING,,official_korean_unavailable,天神・博多周辺の水辺空間を活用した、福岡市の新しいプロジェクト「リバーフロントNEXT」の一環として、キャナルシティ博多に隣接する那珂川周辺に複合施設「010 BUILDING」が1オープンしました！ 食とエンターテインメントを融合したカルチャー発信地で体験できる、今までになかった新しいナイトコンテンツです。 〇観客も一緒に物語をつくる イマーシブシアター「THEATER 010...,,その他,https://yokanavi.com/spots/236855,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
238517,Artist Cafe Fukuoka,,official_korean_unavailable,「Artist Cafe Fukuoka」では、アーティストのスタートアップ支援（相談やマッチング、イベント開催等）を行うとともに、アーティスト・イン・レジデンスの拠点、ギャラリー機能を持っています。アーティストが活動を広げられること、アーティストとして活動をはじめやすい土壌をつくること、市民にとってアートが日常になる空間や体験の提供を行うことを目的としています。 コミュニティスペース内の...,大濠・六本松,アートスポット|文化・芸術,https://yokanavi.com/spots/238517,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
194696,BOSS E・ZO FUKUOKA（ボス イーゾ フクオカ）,,official_korean_unavailable,絶景アトラクションや体験型の最新ミュージアムなど、世界に誇れる革新的コンテンツが満載の地上7階建てのエンターテインメントビル！1年365日楽しめます！ 3階 フードホールフロア 3階には様々な革新的な「食」のエンタメを演出する、テラス席を備えた複数テナントによるフードホールフロアがあり、「日本初上陸」「九州初上陸」「有名店による新ブランド」など“新しい＆美味しい”が詰まってい...,シーサイドももち・早良,その他|文化・芸術|レジャー・アウトドア|スポーツ|ファミリー,https://yokanavi.com/spots/194696,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
213532,KARADOMARI VILLAGE（唐泊ヴィレッジ）,,official_korean_unavailable,博多から1時間以内、福岡県福岡市に位置する【唐泊ヴィレッジ】。 「自然の中で人と人との繋がり深める」をコンセプトにほっとできる場所を提供してくれます。キャンプ場でありながら、サウナ、焚き火バー（宿泊者無料）、徒歩1分圏内にプライベートビーチがあり、様々な体験ができます。夜には、満天の星をビーチや草原など自分の好きな場所でご覧いただけます。山と海どちらも満喫したい方におすすめです。 人と人...,WEST COAST,レジャー・アウトドア|ファミリー,https://yokanavi.com/spots/213532,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
213684,LADY WIND & SUP,,official_korean_unavailable,ビギナーでも大丈夫! 話題のSUPに挑戦しよう! 新しいマリンスポーツ「SUP」。パドルを漕ぎながら、海からの景色を楽しんでみよう。ウエットスーツレンタルやビギナーレッスンもあるので、初めての方でも安心ですよ♪（要予約）,WEST COAST,その他|レジャー・アウトドア|スポーツ,https://yokanavi.com/spots/213684,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
236783,MARK IS 福岡ももち,,official_korean_unavailable,MARK IS 福岡ももちは、シーサイドももちにある、paypayドームに隣接する大型の商業施設です。 １階から４階のフロアには、専門店やレストラン、アミューズメントなど、さまざまなお店が並んでいます。,,ファミリー|デパート・複合施設|おみやげ（食品・酒）|ファッション,https://yokanavi.com/spots/236783,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
257391,Sanrio characters Dream!ng Park,,official_korean_unavailable,「Dream!ng Park」は、サンリオのキャラクターの世界に触れることができるだけでなく、キャラクターたちと友だちになり、一緒にゲームを遊び、思い出を写真やグッズにして持って帰ることができる、福岡初の新しいサンリオのキャラクター施設です。 入場料は無料で、お土産にもピッタリな福岡限定のグッズなどを販売するほか、「デジタル」と「遊び」を融合したゲームをはじめここでしか体験できない新し...,シーサイドももち・早良,その他|ファミリー|デパート・複合施設|おみやげ（食品・酒）|ファッション,https://yokanavi.com/spots/257391,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
27019,「無題」,,official_korean_unavailable,若くしてAIDSで亡くなったニューヨークのストリートイベンター、キース・へリングが制作。平面作品を垂直に立てただけのような、シンプルな形状が特徴的だ。,天神・薬院,建築物,https://yokanavi.com/spots/27019,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
27022,【パブリックアート】かぼちゃ（屋外彫刻）,,official_korean_unavailable,「前衛の女王」の異名をとったアーティスト・草間彌生の作品で、福岡市美術館の敷地内にある野外アートのひとつと。表面の黒いドットと特徴的な色彩が、訪れる人々の視線をとらえて離さない。,大濠・六本松,アートスポット|文化・芸術|建築物,https://yokanavi.com/spots/27022,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268026,【パブリックアート】エコ・ヌグロホ《ルーミング（The Blooming）》,,official_korean_unavailable,インドネシアのアーティストエコ・ヌグロホさんが制作したこの作品は、高さおよそ5メートル、幅2メートルほどです。 上部は博多湾の豊かな自然を、下部は活気のある都市活動を表しています。カラフルでエネルギーに溢れる作品が、訪れる人たちを迎えています。博多港エリアに散策しながら、是非見に行ってみてください。,博多駅,アートスポット|文化・芸術,https://yokanavi.com/spots/268026,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268004,【パブリックアート】エミール・アントワーヌ・ブールデル《雄弁》《力》《勝利》《自由》,,official_korean_unavailable,福岡市博物館は1990年の開館に先立って、1989年に開催されたアジア太平洋博覧会のテーマ館としても利用されました。正面ゲートと博物館の間には広い池があり、そのスケール感といったら！ そんな場所に負けず劣らず、堂々たる存在感を放つ4体のブロンズ像。高さ3.75メートル、重さ1トンのこの巨人たちは、フランス近代彫刻の巨匠エミール・アントワーヌ・ブールデルさんの手によるもので、1918〜22年...,シーサイドももち・早良,アートスポット|文化・芸術,https://yokanavi.com/spots/268004,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268017,【パブリックアート】キース・へリング《無題》,,official_korean_unavailable,「あいれふ」入口に設置された、まるでダンスを楽しんでいるような、あるいは怒って叫んでいる？ような、赤い大きな犬の彫刻。 作者はストリートアートの先駆者とも呼べる画家であり、1980年代のアメリカ美術を代表するキース・ヘリングさんです。彫刻であるものの薄くて平面に近い作品で、ヘリングさんが行っていた地下鉄広告版の飽きスペースに描く「サブウェイ・ドローイング」というグラフィティ・アートを肌で感じ...,天神・薬院,アートスポット|文化・芸術,https://yokanavi.com/spots/268017,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268006,【パブリックアート】ジャン・フランソワ・ブラン《ナイトシーン》,,official_korean_unavailable,《Poodle》の後ろの階段を登ると細長い広場になっていて、その中央に、周辺のビルの景色に溶け込むように、スクエア型のモニュメントが設置されています。 フランス、パリ出身の芸術家によるこの作品は、半透明で光を通す様子が美しくあるのですが、できることなら、夕刻に訪れてみてください。夜間には内側から光がともされ、幻想的な光景が生み出されています。,シーサイドももち・早良,アートスポット|文化・芸術,https://yokanavi.com/spots/268006,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268011,"【パブリックアート】ナム・ジュン・パイク《Fuku/Luck,Fuku=Luck,Matrix》",,official_korean_unavailable,観光客にも市民にも人気のショッピングモール、キャナルシティ博多。建物自体ユニークなモールですが、それに負けないインパクトあるアート作品が設置されています。 こちらは180台ものブラウン管テレビを使って、制作されたビデオアート作品です。作者は韓国に生まれ、日本、ドイツ、アメリカでも活躍し、「ビデオアートという芸術ジャンルを確立した世界的アーティスト」として知られる有名な現代美術家で、設置当時、...,中洲川端・リバーフロント,アートスポット|文化・芸術,https://yokanavi.com/spots/268011,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268009,【パブリックアート】ニキ・ド・サンファル《大きな愛の鳥》,,official_korean_unavailable,ヴィヴィッドな色彩が青空にとても映えます。パリ生まれの現代フランスを代表する美術作家である作者は、風変わりでユニークな作風で人気を博し、世界各地の広場などに作品が設置されています。 この彫刻は、頭が鷲で身体が人間の姿をした古代エジプトの天空神・太陽神である「ホルス」と、愛を司る神「キューピッド」を合体させたものだそう。翼を大きく広げ、愛を空から受け止めているのでしょうか、あるいは愛を空へと放...,シーサイドももち・早良,アートスポット|文化・芸術,https://yokanavi.com/spots/268009,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268008,【パブリックアート】バリー・フラナガン《ミラー・ニジンスキー》,,official_korean_unavailable,青空をぴょんぴょんと、軽やかに跳躍しているようなウサギの彫刻。現代イギリスを代表する彫刻家が「野兎」をテーマに作ったシリーズ作品の一つです。 「ニジンスキー」は、ロシア・バレエの名手の名からとったもの。野生のウサギが飛び跳ねる一瞬をとらえたこの作品は、エネルギッシュであり、またユーモラスでもあります。作品がある「ふれあい橋」にはこの写真のほかにもう一体ウサギがいるので、お見逃しなく。また、福...,シーサイドももち・早良,アートスポット|文化・芸術,https://yokanavi.com/spots/268008,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268014,【パブリックアート】ブー・ホァ（ト樺）《最良のものはすでにある》,,official_korean_unavailable,博多リバレイン1階、福岡アジア美術館に直結するエレベーター前にある、約4×9メートルの壁画。中国・北京在住のデジタルアーティスト、ブー・ホァさんが描き下ろした原画をもとに、福岡のアーティストや学生ら24人が約1カ月かけて制作した大作です。 ブー・ホァさんは2014年に開催された「第5回福岡アジア美術トリエンナーレ」に参加した際、福岡に滞在もしました。その経験も生かされ、「大切なものは自分の心...,博多旧市街|中洲川端・リバーフロント,アートスポット|文化・芸術,https://yokanavi.com/spots/268014,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268013,【パブリックアート】ヤノベケンジ《SHIP'S CAT》,,official_korean_unavailable,上川端町の冷泉公園近くにある、コミュニティホステルWeBase博多の「旅の守り神」。大航海時代に、害獣から貨物や食糧、船を守り、疫病を防ぎ、さらには船員の心を癒す友として、人とともに世界中を旅してきた「船乗り猫」がモチーフです。ヘルメットとメタリックで堅牢な鎧は、混迷する世界の未来を見通し、困難に立ち向かう勇気を象徴しているといいます。 作者のヤノベケンジさんは、数々の巨大立体作品を発表し注...,博多旧市街|中洲川端・リバーフロント,アートスポット|文化・芸術,https://yokanavi.com/spots/268013,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268027,【パブリックアート】レアンドロ・エルリッヒ《Pixel Tree（ピクセルツリー）》,,official_korean_unavailable,「現実の自然界」と「身の回りに存在するバーチャル」を組み合わせた作品で知られる、現代美術家レアンドロ・エルリッヒが手がけたアート作品です。 デジタルの「ピクセル表現」と自然の象徴である「樹木」を融合させたユニークな形状で、高さは約5.7メートル。,,アートスポット|文化・芸術,https://yokanavi.com/spots/268027,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268028,【パブリックアート】中村弘峰《大名の大狛犬》,,official_korean_unavailable,博多人形師の四代目・中村弘峰による、子どもが登って遊べるアート遊具。伝統的な狛犬と、ザ・リッツ・カールトン福岡のエンブレムであるライオン（獅子）を融合させ、一対の守り神としてデザインされており、地域の「ローカル」と「グローバル」を繋ぐ象徴ともなっています。 子どもたちが登ったり寝転んだりできるよう設計され、地域の人々とアートが自然に触れ合うきっかけを生み出しています。触れて楽しむ“遊べるアー...,,アートスポット|文化・芸術,https://yokanavi.com/spots/268028,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268003,【パブリックアート】加藤昭男《森の詩》,,official_korean_unavailable,知恵の象徴として人々に親しまれているフクロウ。知恵の宝庫である福岡市総合図書館で、そんなフクロウの彫刻を見ることができます。作者は、愛知県瀬戸市出身の彫刻家。この作品では、未来に向かって夢と希望に満ちた子どものフクロウと、それを温かく見守り育てる親フクロウの姿が表されているそうです。,シーサイドももち・早良,文化・芸術,https://yokanavi.com/spots/268003,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268007,【パブリックアート】崔在銀（チェ・ジェウン）《ノスタルジア・オブ・サーキュレーション》,,official_korean_unavailable,《ナイトシーン》を西側に進むと、今度は、紺碧の円盤のモニュメントが出現します。作者は韓国、ソウル出身の崔在銀さん。1972年の来日をきっかけに生け花に魅せられ、草月流の三代目家元・勅使河原宏氏に師事し、生け花の器に花を生けるという表層を超えた空間概念や宇宙観を学んだといいます。 写真のように見る角度によって、円盤が3つに見えたり2つに見えたりしますが、実は作品を構成するのは4つの円盤。空間の...,シーサイドももち・早良,アートスポット|文化・芸術,https://yokanavi.com/spots/268007,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268015,【パブリックアート】崔正化（チェ・ジョンファ）《柱は柱》,,official_korean_unavailable,博多リバレインの川沿いを歩いていくと、これまたカラフルでド派手な柱が目に飛び込んできます。何本もの柱が組み合わさり、近づいてよく見ると色によって柱のデザインが異なっています。なんでも、世界の様々な地域に古くから伝わる「コリント」「ビサンチン」「ドーリア」「和式」という4つの様式なのだとか。西洋と東洋の柱を幾重にも重ねて表現することで、様々な国と交流してきた博多を表しているそうです。 作者はユ...,博多旧市街|中洲川端・リバーフロント,アートスポット|文化・芸術,https://yokanavi.com/spots/268015,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268012,【パブリックアート】洪易（ホンイ）《福蛙 Lucky Frog》,,official_korean_unavailable,カラフルで独特な意匠、大きな目の動物のパブリックアートを手がけることで知られる、台湾の作家の作品です。通称「クリスタルの泉」に棲み、キャナルシティ博多の水を永遠に美しく保ち、人々に幸福をもたらす不思議な力を持つラッキーフロッグだといわれています。ぜひ、そのご利益にあやかりたいですね。,中洲川端・リバーフロント,アートスポット|文化・芸術,https://yokanavi.com/spots/268012,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268002,【パブリックアート】清水九兵衛《向波容》,,official_korean_unavailable,ももちのシンボル・福岡タワーの膝下にある、赤く鮮やかで力強いフォルムの印象的な大きなモニュメント。すぐそばには海があり、またその作品名から、博多湾に向かって大きく手を広げているのかなと推測したりもできますが、真相はいかに？ 作者は高名な彫刻家であり、もともとは京焼窯元清水家七代目当主であった陶芸家です。器のように、力強いなかにも空気を含むような柔らかさも持ち合わせているこの作品は、1996...,シーサイドももち・早良,文化・芸術,https://yokanavi.com/spots/268002,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268005,【パブリックアート】申明銀（シン・ミョンウン）《Poodle》,,official_korean_unavailable,道沿いに突如、姿を現すピンクのプードル！ 丸みを帯びたフォルムは、まるで大きなバルーンアートのようです。作者の申明銀さんは、犬のシルエットをモチーフにしたカラフルなペインティングや彫刻作品、犬のおもちゃを連れての散歩パフォーマンス、犬のぬいぐるみを使って世界各都市の旅写真を撮る作品など、一貫して「犬」をテーマにした作品を発表する韓国出身の現代美術家です。表情はなく、つるんとした無機質な表面で...,シーサイドももち・早良,アートスポット|文化・芸術,https://yokanavi.com/spots/268005,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268016,【パブリックアート】草間彌生《三つの帽子》,,official_korean_unavailable,作者についてはもはや説明不要でしょう。「世界のKUSAMA」こと、草間彌生さんの作品です。 福岡市美術館の屋外に設置されている水玉の黄色い《南瓜》が有名ですが、実は舞鶴にある「あいれふ」でも草間さんの作品が見られるんです。しかも、3体も！,天神・薬院,アートスポット|文化・芸術,https://yokanavi.com/spots/268016,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268010,【パブリックアート】鎌田恵務《ハローアンドグッドバイ》,,official_korean_unavailable,JR博多駅にほど近い場所にある比恵公園。中央に、高さ4メートルの大きな掌のモニュメントがそびえ立っています。山梨県出身、福岡市在住の作者は、数多くのパブリックアート作品を手掛け、また、障がい者アートのプロデュース活動も行っている彫刻家。 この作品はアジアの玄関口、福岡での出会いや別れが表されているそうです。行き交う人の時間帯、向かう方向によって感じ方が違い、「ハロー」にも見えれば「グッバイ」...,博多駅,アートスポット|文化・芸術,https://yokanavi.com/spots/268010,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
219550,ぎゃらりぃ花うさぎ,,official_korean_unavailable,古民家に息を吹き込み訪れる人々を夢の中へ。 移転1周年を迎える、花うさぎ第二章は川の音、鳥のさえずり、風を感じ、五感に語り掛ける自然の中で、文化・芸術を身近に感じて頂ける場所としてスタートしております。訪れる方々の癒しの場になっています。,シーサイドももち・早良,文化・芸術|自然・景観|ファミリー|雑貨・民芸品,https://yokanavi.com/spots/219550,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
27023,けやき通り,,official_korean_unavailable,1948年の国体開催時に整備された道路で、福岡市の中心部を横切る国道202号線の一部。800mにわたり、約100本のけやきが植えられ、美しい並木を創りあげている。,天神・薬院,自然・景観,https://yokanavi.com/spots/27023,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268024,よしもと福岡 大和証券劇場,,official_korean_unavailable,福岡のエンタメ情報発信基地！PayPayドームすぐ隣「BOSS E・ZO FUKUOKA」7階で連日公演中！大阪・東京よりメディアで活躍中の人気芸人から福岡所属芸人まで、様々な芸人が出演する福岡にある吉本興業の常設劇場！,シーサイドももち・早良,,https://yokanavi.com/spots/268024,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
196050,ガシャポンのデパート キャナルシティ博多店,,official_korean_unavailable,"「日頃から新しい商品を探しているカプセルトイファンのガシャポン活動（ガシャ活）を豊かにする」をコンセプトに、2020年8月8日にキャナルシティ博多にオープンした『ガシャポンのデパート 』。 120坪の広大な空間にずらりと並んだ2,200面のガシャポン。 その圧倒的な品揃えのなか、カプセルトイが本来持つ「何が出るかわからないワクワク感」に加え、商品知識が豊富なスタッフや、スマートフォンアプリで...",博多旧市街,その他|レジャー・アウトドア|ファミリー|おみやげ（食品・酒）|雑貨・民芸品,https://yokanavi.com/spots/196050,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
268025,キッザニア福岡,,official_korean_unavailable,3歳～15歳のこども達が、さまざまな体験を通して楽しみながら社会の仕組みを学ぶことができる「こどもが主役の街」。約50の実在する企業が出展するパビリオンで、警察官や医師、キャスター、航海士など体験できる仕事やサービスは約70種類あり、こども達は好きなことにチャレンジできる。 ユニフォームや仕事で使う道具、街並みなども本格的で、仕事をするとお給料として専用通貨「キッゾ」がもらえ、サービスを...,,ファミリー|遊ぶ その他,https://yokanavi.com/spots/268025,excluded,not_published_in_official_korean_guide,"preserved in the complete Japanese official catalog, but excluded from the Korean-traveler denominator because the official Korean guide does not publish this spot"
