団体コード,団体名,自治体サイトのオープンデータページURL,オープンデータ掲載サイトのURL1,オープンデータ掲載サイトのURL1の名称,オープンデータ掲載サイトのURL1の概要,オープンデータ掲載サイトのURL2,オープンデータ掲載サイトのURL2の名称,オープンデータ掲載サイトのURL2の概要,オープンデータ掲載サイトのURL3,オープンデータ掲載サイトのURL3の名称,オープンデータ掲載サイトのURL3の概要,初回登録日,更新日,主な分類,API有無,ライセンス
112119,埼玉県本庄市,https://www.city.honjo.lg.jp/shiseijoho/shinoshokai/tokei_opundeta/12567.html,https://www2.wagmap.jp/honjo/OpenData/,,,https://opendata.pref.saitama.lg.jp/datasets?organization_id=34,（本庄市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.city.honjo.lg.jp/shiseijoho/shinoshokai/tokei_opundeta/12567.html,本庄市オープンデータ,市内の主要な施設や介護保険の事業所などの情報を掲載しています。今後は、市内の保育園等の児童施設や桜の名所、グルメ情報、公衆無線wifiの設置場所など情報を広げていきます。,2021/3/8,,住民向け情報（暮らしの情報）、社会保障・衛生、行財政,無し,CC-BY
112127,埼玉県東松山市,https://www.city.higashimatsuyama.lg.jp/soshiki/10/1095.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=35,（東松山市）埼玉県オープンデータポータルサイト,,,,埼玉県内市町村のオープンデータをとりまとめて公開しているサイト,,,,2019/6/17,2025/7/28,人口・世帯;運輸・観光;教育・文化・スポーツ・生活;,有,CC-BY
112143,埼玉県春日部市,https://www.city.kasukabe.lg.jp/shiseijoho/tokeijoho/8619.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=36,（春日部市）埼玉県オープンデータポータルサイト,,,,春日部市におけるオープンデータの内容を記載,,,,2019/6/17,2025/7/24,人口・世帯;運輸・観光;教育・文化・スポーツ・生活;,有,CC-BY
112151,埼玉県狭山市,https://www.city.sayama.saitama.jp/shisei/gyouseikeiei/opendata.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=37,（狭山市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.city.sayama.saitama.jp/shisei/gyouseikeiei/opendata.html,狭山市オープンデータ,狭山市では、オープンデータの推進に取り組み、公開可能なデータを順次公開していきます。 ,,,,2020/5/29,,住民向け情報(暮らしの情報)、観光情報、子育て、防災、救急・消防、シティプロモーション、文化史跡、神社仏閣,無,CC-BY
112160,埼玉県羽生市,https://www.city.hanyu.lg.jp/docs/2019052700019/,https://opendata.pref.saitama.lg.jp/datasets?organization_id=38,（羽生市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.city.hanyu.lg.jp/docs/2019052700019/,羽生市オープンデータ（埼玉県オープンデータポータルサイト）,羽生市オープンデータ（埼玉県オープンデータポータルサイト）,,,,2021/2/17,,公共施設情報,無,CC-BY
112178,埼玉県鴻巣市,http://www.city.kounosu.saitama.jp/opendata/,https://opendata.pref.saitama.lg.jp/datasets?organization_id=39,（鴻巣市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,http://www.city.kounosu.saitama.jp/opendata/,鴻巣市オープンデータポータルサイト,鴻巣市では、平成28年3月の市ホームページリニューアルに併せ、この「オープンデータ」の取り組みを開始しました。,,,,,,社会保障・衛生、教育・文化・スポーツ・生活、選挙、統計,無,CC-BY
112186,埼玉県深谷市,http://www.city.fukaya.saitama.jp/shisei/tokei/open_date/1450169094962.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=40,（深谷市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112194,埼玉県上尾市,https://www.city.ageo.lg.jp/page/open-data.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=41,（上尾市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/6/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112216,埼玉県草加市,http://www.city.soka.saitama.jp/cont/s1201/060/010/010/010/PAGE000000000000051257.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=42,（草加市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,http://www.city.soka.saitama.jp/cont/s1201/060/010/010/010/PAGE000000000000051257.html,草加市のオープンデータを公開しています,草加市では、オープンデータの推進に取り組み、公開可能なデータを順次公開していきます。,,,,,,行財政、教育・文化・スポーツ・生活、運輸・観光、商業・サービス業、住民向け情報（暮らしの情報）、事業者向け情報、行政活動情報、観光情報,無,CC-BY
112224,埼玉県越谷市,http://www.city.koshigaya.saitama.jp/kurashi_shisei/shisei/data/opendata/koshigaya_contents_opendate.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=43,（越谷市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112232,埼玉県蕨市,https://www.city.warabi.saitama.jp/shisei/digital/johoka/1003240.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=44,（蕨市）埼玉県オープンデータポータルサイト,蕨市は埼玉県内の行政が所管するオープンデータを公開するポータルサイトにおいて、データの公開を行っております。,https://www.city.warabi.saitama.jp/shisei/digital/johoka/1003240.html,蕨市公式ホームページ,蕨市公式ホームページ,,,,2019/6/17,2025/7/28,司法・安全・環境、子育て、防災、救急・消防,無,CC-BY
112241,埼玉県戸田市,http://www.city.toda.saitama.jp/site/opendata/,https://opendata.pref.saitama.lg.jp/datasets?organization_id=45,（戸田市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,http://www.city.toda.saitama.jp/site/opendata/,戸田市オープンデータ・統計,戸田市は、各種統計情報、公共施設の施設データや彩湖の生き物の画像データなどを提供しています。市民からの要望などを取り入れ、データの追加や使いやすさを向上していきます。,,,,,,国土・気象、教育・文化・スポーツ・生活、社会保障・衛生、住民向け情報(暮らしの情報)、行政活動情報、救急・消防、統計,無,CC-BY
112259,埼玉県入間市,http://www.city.iruma.saitama.jp/shisei/jyohokoukai/1008616.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=46,（入間市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,http://www.city.iruma.saitama.jp/shisei/jyohokoukai/1008616.html,入間市オープンデータ,入間市では、オープンデータの推進に取り組み、公開可能なデータを順次公開していきます。,,,,2019/3/11,,住民向け情報(暮らしの情報)、行政活動情報、観光情報、子育て、救急・消防、文化史跡,無,CC-BY
112275,埼玉県朝霞市,https://www.city.asaka.lg.jp/soshiki/5/opendataportal.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=47,（朝霞市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112283,埼玉県志木市,"http://www.city.shiki.lg.jp/index.cfm/51,89771,392,html",https://opendata.pref.saitama.lg.jp/datasets?organization_id=48,（志木市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/6/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112291,埼玉県和光市,http://www.city.wako.lg.jp/home/shisei/_5745/_13903.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=49,（和光市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,http://www.city.wako.lg.jp/home/shisei/_5745/_13903.html,和光市のオープンデータへの取組,埼玉県和光市では、平成２６年４月から市のデータのうち、効果が見込まれる分野は、二次利用が可能な形式で掲載するとともに、一部のデータは、CC ライセンスによる著作権意思表示を行う取組みを実施しています。,,,,,,教育・文化・スポーツ・生活、社会保障・衛生、住民向け情報(暮らしの情報)、行政活動情報、統計,無,CC-BY
112305,埼玉県新座市,https://www.city.niiza.lg.jp/soshiki/6/opendata.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=50,（新座市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112313,埼玉県桶川市,https://www.city.okegawa.lg.jp/soshiki/kikaku/kikakuchosei/online/6638.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=51,（桶川市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/6/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112321,埼玉県久喜市,https://www.city.kuki.lg.jp/shisei/tokei/1005678.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=52,（久喜市）埼玉県オープンデータポータルサイト,,,,久喜市では、オープンデータの推進に取り組み、公開可能なデータを順次公開していきます。,,,,,2025/7/30,人口・世帯;商業・サービス業;情報通信・科学技術;教育・文化・スポーツ・生活;行財政;司法・安全・環境;,有,CC-BY
112330,埼玉県北本市,http://www.city.kitamoto.saitama.jp/opendata/,https://opendata.pref.saitama.lg.jp/datasets?organization_id=53,（北本市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,http://www.city.kitamoto.saitama.jp/opendata/,北本市オープンデータポータルサイト,「北本市オープンデータポータルサイト」に公開されるオープンデータの大部分は、ホームページのデータを自動的にオープンデータ化したもので構成されているため、ホームページの更新が行われた場合は自動的にオープンデータも最新の内容に更新されます。,,,,,,人口・世帯、運輸・観光、司法・安全・環境、社会保障・衛生、住民向け情報(暮らしの情報)、行政活動情報、選挙,有,CC-BY
112348,埼玉県八潮市,https://www.city.yashio.lg.jp/smph/shisei/denshigyosei/opendata.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=54,（八潮市）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.city.yashio.lg.jp/smph/shisei/denshigyosei/opendata.html,八潮市オープンデータ,八潮市の公式ホームページ,,,,2021/2/15,,シティプロモーション,無,CC-BY
112356,埼玉県富士見市,https://www.city.fujimi.saitama.jp/shisei/04gyouseizaisei/2018-0515-1613-4.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=55,（富士見市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112372,埼玉県三郷市,https://www.town.sango.nara.jp/soshiki/36/2070.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=56,（三郷市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112381,埼玉県蓮田市,https://www.city.hasuda.saitama.jp/densan/opendata.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=57,（蓮田市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/9/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112399,埼玉県坂戸市,https://www.city.sakado.lg.jp/soshiki/7/10047.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=58,（坂戸市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/6/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112402,埼玉県幸手市,https://www.city.satte.lg.jp/sitetop/soshiki/seisaku/torikumi/8610.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=59,（幸手市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2023/2/27,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112411,埼玉県鶴ヶ島市,https://www.city.tsurugashima.lg.jp/opendata.php,https://opendata.pref.saitama.lg.jp/datasets?organization_id=60,（鶴ヶ島市）埼玉県オープンデータポータルサイト,鶴ヶ島市では、公共データの活用促進を図るため、市が保有する様々なデータのうち、個人情報など公開できないものを除くデータについて、二次利用可能な形で公開する「オープンデータ」の取組を進めています。,,,,,,,2019/6/17,2025/8/15,国土・気象;人口・世帯;農林水産業;企業・家計・経済;住宅・土地・建設;エネルギー・水;運輸・観光;教育・文化・スポーツ・生活;行財政;司法・安全・環境;社会保障・衛生;その他;,有,CC-BY
112429,埼玉県日高市,https://www.city.hidaka.lg.jp/information/1/3945.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=61,（日高市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112437,埼玉県吉川市,"https://www.city.yoshikawa.saitama.jp/index.cfm/27,66941,188,html",https://opendata.pref.saitama.lg.jp/datasets?organization_id=62,（吉川市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/6/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
112453,埼玉県ふじみ野市,https://www.city.fujimino.saitama.jp/soshikiichiran/joho_tokeika/digital/opendata/index.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=63,（ふじみ野市）埼玉県オープンデータポータルサイト,ふじみ野市のオープンデータ情報を記載しているサイトです。,https://www.city.fujimino.saitama.jp/soshikiichiran/joho_tokeika/digital/opendata/index.html,ふじみ野市オープンデータ,ふじみ野市のオープンデータ情報を記載しているサイトです。,,,,,2025/9/19,教育・文化・スポーツ・生活、商業・サービス業、社会保障・衛生、,無,CC-BY
112461,埼玉県白岡市,http://www.city.shiraoka.lg.jp/12576.htm,https://opendata.pref.saitama.lg.jp/datasets?organization_id=64,（白岡市）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/9/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
113018,埼玉県伊奈町,http://www.town.saitama-ina.lg.jp/0000004528.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=65,（伊奈町）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/6/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
113247,埼玉県三芳町,https://www.town.saitama-miyoshi.lg.jp/town/chosa/opendata.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=66,（三芳町）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.town.saitama-miyoshi.lg.jp/town/chosa/opendata.html,三芳町オープンデータ,三芳町では、オープンデータの推進に取り組み、公開可能なデータを順次公開していきます。,,,,,,人口・世帯、労働・賃金、農林水産業、商業・サービス業、情報通信・科学技術、運輸・観光、行財政、司法・安全・環境、社会保障・衛生,無,CC-BY
113263,埼玉県毛呂山町,http://www.town.moroyama.saitama.jp/www/contents/1486539417645/index.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=67,（毛呂山町）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
113271,埼玉県越生町,http://www.town.ogose.saitama.jp/kamei/kizai/kikaku/gyomuannai/keikakuseido/1558346218362.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=68,（越生町）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/6/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
113417,埼玉県滑川町,https://www.town.namegawa.saitama.jp/soshikikarasagasu/somuseisakuka/namegawamachinogaiyo/3/776.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=69,（滑川町）埼玉県オープンデータポータルサイト,滑川町のオープンデータの取り組み紹介（「埼玉県オープンデータポータルサイト」）,,,,,,,2019/6/17,2025/7/18,運輸・観光;教育・文化・スポーツ・生活;その他;商業・サービス業;,有,CC-BY
113425,埼玉県嵐山町,http://www.town.ranzan.saitama.jp/0000005659.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=70,（嵐山町）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,http://www.town.ranzan.saitama.jp/0000005659.html,嵐山町オープンデータ ,嵐山町では、オープンデータの推進に取り組み、公開可能なデータを順次公開していきます。 ,,,,2021/6/14,,住民向け情報(暮らしの情報)、防災、救急・消防、刊行物,無,CC-BY
113433,埼玉県小川町,https://www.town.ogawa.saitama.jp/0000004304.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=71,（小川町）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.town.ogawa.saitama.jp/0000004304.html,小川町オープンデータ（埼玉県オープンデータポータルサイト）,小川町オープンデータ,,,,2021/3/31,,人口・世帯、防災,無,CC-BY
113468,埼玉県川島町,https://www.town.kawajima.saitama.jp/6109.htm,https://opendata.pref.saitama.lg.jp/datasets?organization_id=72,（川島町）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.town.kawajima.saitama.jp/6109.htm,川島町オープンデータ（埼玉県オープンデータポータルサイト）,埼玉県内のオープンデータに関する検索サイト,,,,2021/11/1,,住民向け情報（暮らしの情報）、住民向け情報、防災,有,CC-BY
113476,埼玉県吉見町,http://www.town.yoshimi.saitama.jp/section_seisakuzaisei.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=73,（吉見町）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2019/6/17,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
113484,埼玉県鳩山町,https://www.town.hatoyama.saitama.jp/gyousei/hatoyama_opendata.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=74,（鳩山町）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,2025/7/23,教育・文化・スポーツ・生活;行財政;司法・安全・環境;運輸・観光;,有,CC-BY
113492,埼玉県ときがわ町,https://www.town.tokigawa.lg.jp/info/2390,https://opendata.pref.saitama.lg.jp/datasets?organization_id=75,（ときがわ町）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.town.tokigawa.lg.jp/info/2390,ときがわ町オープンデータ（埼玉県オープンデータポータルサイト）,埼玉県と県内市町村が共同でオープンデータを公開するサイトです。,,,,2021/11/26,,住民向け情報(暮らしの情報)、防災,有,CC-BY
113611,埼玉県横瀬町,https://www.town.yokoze.saitama.jp/yokoze/machitukuri/8546,https://opendata.pref.saitama.lg.jp/datasets?organization_id=76,（横瀬町）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,https://www.town.yokoze.saitama.jp/yokoze/machitukuri/8546,横瀬町オープンデータ,横瀬町では、オープンデータの公開に取り組んでおり、公開可能なデータについて順次公開しております。 ,,,,2021/6/16,,防災,無,CC-BY
113620,埼玉県皆野町,https://www.town.minano.saitama.jp/section/soumu/26584/,https://opendata.pref.saitama.lg.jp/datasets?organization_id=77,（皆野町）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2023/2/27,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
113638,埼玉県長瀞町,https://www.town.nagatoro.saitama.jp/informationdisclosure/%E9%95%B7%E7%80%9E%E7%94%BA%E3%82%AA%E3%83%BC%E3%83%97%E3%83%B3%E3%83%87%E3%83%BC%E3%82%BF/,https://opendata.pref.saitama.lg.jp/datasets?organization_id=78,（長瀞町）埼玉県オープンデータポータルサイト,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,,2023/2/16,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
113654,埼玉県小鹿野町,https://www.town.ogano.lg.jp/chousei-jouhou/kouchou-kouhou-toukei/oganoopendata/,https://opendata.pref.saitama.lg.jp/datasets?organization_id=79,（小鹿野町）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,2023/2/9,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
113697,埼玉県東秩父村,https://www.vill.higashichichibu.saitama.jp/soshiki/00/opendate.html,https://opendata.pref.saitama.lg.jp/datasets?organization_id=80,（東秩父村）埼玉県オープンデータポータルサイト,,,,埼玉県のオープンデータ化の推進においては、庁内に保有しているデータについて二次利用できる形式による公開を拡大していくとともに、民間ニーズとのマッチングや複数データの組み合わせ等を図ることで効果的なデータ活用を促進していきます。,,,,,,運輸・観光、教育・文化・スポーツ・生活、住民向け情報(暮らしの情報)、行政活動情報、子育て,有,CC-BY
