団体コード,団体名,自治体サイトのオープンデータページURL,オープンデータ掲載サイトのURL1,オープンデータ掲載サイトのURL1の名称,オープンデータ掲載サイトのURL1の概要,オープンデータ掲載サイトのURL2,オープンデータ掲載サイトのURL2の名称,オープンデータ掲載サイトのURL2の概要,オープンデータ掲載サイトのURL3,オープンデータ掲載サイトのURL3の名称,オープンデータ掲載サイトのURL3の概要,初回登録日,更新日,主な分類,API有無,ライセンス
204323,長野県木曽町,https://www.town-kiso.com/chousei/kouhou/100351/101224/,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,木曽町オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,https://www.town-kiso.com/chousei/kouhou/100351/101224/,,,,,,2020/3/31,,防災,無,CC-BY
204463,長野県麻績村,http://www.vill.omi.nagano.jp/vill/notice/001006.php,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,麻績村オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,http://www.vill.omi.nagano.jp/vill/notice/001006.php,,,,,,2020/3/31,,防災,無,CC-BY
204480,長野県生坂村,http://www.village.ikusaka.nagano.jp/gyousei/soumuka/opendata.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,,,,,,,,,2021/3/26,,,,
204501,長野県山形村,https://www.vill.yamagata.nagano.jp/docs/27275.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,,,,,,,,,2021/3/26,,,,
204510,長野県朝日村,https://www.vill.asahi.nagano.jp/official/soshikikarasagasu/somuka/somutanto/opendata/1540.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,朝日村オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,https://www.vill.asahi.nagano.jp/official/soshikikarasagasu/somuka/somutanto/opendata/1540.html,,,,,,2020/3/31,,防災,無,CC-BY
204528,長野県筑北村,http://www.vill.chikuhoku.lg.jp/government/8611,http://wwwgis.pref.nagano.lg.jp/pref-nagano/OpenData?mids=250309&pno=1,筑北村オープンデータ（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,http://www.vill.chikuhoku.lg.jp/government/8611,,,,,,2021/2/12,,防災,無,CC-BY
204811,長野県池田町,http://www.ikedamachi.net/0000001875.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,池田町オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,http://www.ikedamachi.net/0000001875.html,,,,,,2020/5/13,,防災,無,CC-BY
204820,長野県松川村,http://www.vill.matsukawa.nagano.jp/gyousei-joho/archives/002805.php,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,,,https://www.vill.matsukawa.nagano.jp/administration/?content=58,松川村オープンデータ,松川村の公式ホームページです。行政情報、オープンデータ、観光情報等を掲載しています。,,,,2020/3/31,,国土・気象;,無,政府標準利用規約2.0
204854,長野県白馬村,https://www.vill.hakuba.lg.jp/gyosei/gyoseijoho/tokeijoho/7366.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,白馬村オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,https://www.vill.hakuba.lg.jp/gyosei/gyoseijoho/tokeijoho/7366.html,,,,,,2020/3/31,,防災,無,CC-BY
204862,長野県小谷村,http://www.vill.otari.nagano.jp/www/contents/1582072893451/index.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,小谷村オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,http://www.vill.otari.nagano.jp/www/contents/1582072893451/index.html,,,,,,2020/3/31,,防災,無,CC-BY
205214,長野県坂城町,http://www.town.sakaki.nagano.jp/www/contents/1610687120249/index.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/OpenData?mids=250309&pno=1,坂城町オープンデータ（信州暮らしのマップ）,長野県が運営する行政情報等をインターネットを通じて公開・提供する電子地図サービス,http://www.town.sakaki.nagano.jp/www/contents/1610687120249/index.html,,,,,,2021/2/12,,行財政　住民向け情報(暮らしの情報)　防災　,無,CC-BY
205419,長野県小布施町,https://www.town.obuse.nagano.jp/docs/2666.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,小布施町オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,https://www.town.obuse.nagano.jp/docs/2666.html,,,,,,2020/3/31,,防災,無,CC-BY
205435,長野県高山村,https://www.vill.takayama.nagano.jp/docs/533595.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,高山村オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,https://www.vill.takayama.nagano.jp/docs/533595.html,,,,,,2020/3/31,,防災,無,CC-BY
205613,長野県山ノ内町,http://www.town.yamanouchi.nagano.jp/opendate.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,,,,,,,,,2021/3/26,,,,
205621,長野県木島平村,http://www.vill.kijimadaira.lg.jp/articles/2020021900019/,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,木島平村オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,http://www.vill.kijimadaira.lg.jp/articles/2020021900019/,,,,,,2020/3/31,,防災,無,CC-BY
205630,長野県野沢温泉村,http://www.vill.nozawaonsen.nagano.jp/gov/W006H0000148.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,,,,,,,,,2021/3/26,,,,
205834,長野県信濃町,https://www.town.shinano.lg.jp/docs/opendata.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,信濃町オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,https://www.town.shinano.lg.jp/docs/opendata.html,,,,,,2020/3/31,,防災,無,CC-BY
205885,長野県小川村,http://www.vill.ogawa.nagano.jp/?p=2032,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,,,,,,,,,2021/3/26,,,,
205907,長野県飯綱町,https://www.town.iizuna.nagano.jp/docs/3237.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,飯綱町オープンデータサイト（長野県統合型地理情報システム「信州くらしのマップ」）,長野県が運用する地理情報等をインターネット上で公開するサイトです。,https://www.town.iizuna.nagano.jp/docs/3237.html,,,,,,2020/3/31,,防災,無,CC-BY
206024,長野県栄村,http://www.vill.sakae.nagano.jp/docs/1781.html,http://wwwgis.pref.nagano.lg.jp/pref-nagano/Portal,,,,,,,,,2021/3/26,,,,
212016,岐阜県岐阜市,https://www.city.gifu.lg.jp/info/jouhoukoukai/1008649.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40010,（岐阜市）岐阜県オープンデータカタログサイト,岐阜市では、県および県内42市町村と合同で、共通フォーマット化した指定緊急避難場所などのデータを公開しています。,,,,,,,2019/3/11,2025/7/18,国土・気象;エネルギー・水;行財政;商業・サービス業;社会保障・衛生;司法・安全・環境;人口・世帯;その他;住宅・土地・建設;教育・文化・スポーツ・生活;運輸・観光;,有,サイトに記載の利用規約による
212024,岐阜県大垣市,https://www.city.ogaki.lg.jp/0000020945.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40020,（大垣市）岐阜県オープンデータカタログサイト,大垣市では、県および県内42市町村と合同で共通フォーマット化したデータなどを公開しています。,https://www.city.ogaki.lg.jp/0000020945.html,大垣市オープンデータ,市が保有する各種データ（公共施設等の位置情報や人口など）を機械判読に適したＣＳＶ等のデータ形式・二次利用可能な利用条件で順次提供していく。提供されたデータを活用して民間が開発したアプリケーションも公開。,,,,,2025/9/16,教育・文化・スポーツ・生活、司法・安全・環境、住民向け情報(暮らしの情報)、子育て、救急・消防,無,CC-BY
212032,岐阜県高山市,https://www.city.takayama.lg.jp/shisei/1005252/1010628.html,https://www.city.takayama.lg.jp/shisei/1005252/1010628.html,高山市オープンデータサイト,高山市では、推奨データセットを参考とし、地域・年齢別人口や子育て施設など、市が保有しているデータをオープンデータ化し、順次公開していきます。,,,,,,,2019/3/11,2022/8/30,AED、高齢者・介護、健康・医療、文化財、スポーツ、観光情報、施設、消防、子育て、人口・世帯、防災,無,CC-BY
212041,岐阜県多治見市,https://www.city.tajimi.lg.jp/gyose/kakuka/opendata.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40040,（多治見市）岐阜県オープンデータカタログサイト,岐阜県および岐阜県内市町村が所管する公共電子情報の提供サービスを行っているサイトです。,,,,,,,2019/3/11,2025/7/30,住宅・土地・建設;教育・文化・スポーツ・生活;行財政;司法・安全・環境;社会保障・衛生;その他;,有,岐阜県オープンデータカタログサイト利用規約
212059,岐阜県関市,http://www.city.seki.lg.jp/0000010802.html,http://www.city.seki.lg.jp/0000010802.html,,,,,,,,,,,,,
212067,岐阜県中津川市,http://www.city.nakatsugawa.gifu.jp/page/083138.html,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40060,,,,,,,,,2019/3/11,,,,
212075,岐阜県美濃市,http://www.city.mino.gifu.jp/pages/40263,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40070,,,,,,,,,2019/3/11,,,,
212083,岐阜県瑞浪市,https://www.city.mizunami.lg.jp/docs/2019030700031/,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40080,,,,,,,,,2019/3/11,,,,
212091,岐阜県羽島市,https://www.city.hashima.lg.jp/1399.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40090,（羽島市）岐阜県オープンデータカタログサイト,羽島市では、県および県内42市町村と合同で共通フォーマット化したデータおよび独自のデータを公開しています。,,,,,,,,2025/7/31,国土・気象、人口・世帯、司法・安全・環境、社会保障・衛生、,無,CC-BY
212105,岐阜県恵那市,https://www.city.ena.lg.jp/shisei/administration/jyorei_jyouhou/si-o-punnde-ta/,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40100,,,,,,,,,2019/3/11,,,,
212113,岐阜県美濃加茂市,https://www.city.minokamo.gifu.jp/shimin/contents.cfm?base_id=10534&mi_id=5&g1_id=16&g2_id=76#guide,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40110,,,,,,,,,2019/6/17,,,,
212121,岐阜県土岐市,https://www.city.toki.lg.jp/shisei/shisaku/1004198.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40120,（土岐市）岐阜県オープンデータカタログサイト,岐阜県で整備している県内市町村のオープンデータポータル,,,,,,,2019/3/11,2025/7/18,商業・サービス業;社会保障・衛生;行財政;,無,CC BY
212130,岐阜県各務原市,https://www.city.kakamigahara.lg.jp/shisei/torikumi/1008746.html,https://www.city.kakamigahara.lg.jp/shisei/torikumi/1008746.html,各務原市オープンデータ,オープンデータの概要を説明し、岐阜県オープンデータカタログサイトに誘導するもの。,,,,,,,2019/3/11,2025/7/18,司法・安全・環境;行財政;住宅・土地・建設;その他;,無,政府標準利用規約2.0
212148,岐阜県可児市,http://www.city.kani.lg.jp/12301.htm,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40140,,,,,,,,,,,,,
212156,岐阜県山県市,https://www.city.yamagata.gifu.jp/soshiki/somu/4062.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40150,（山県市）岐阜県オープンデータカタログサイト,岐阜県オープンデータカタログサイトにて、岐阜県内市町村のオープンデータを公開しています。,,,,,,,2019/3/11,2025/7/30,教育・文化・スポーツ・生活;住宅・土地・建設;社会保障・衛生;,無,CC BY
212164,岐阜県瑞穂市,https://www.city.mizuho.lg.jp/9454.htm,https://gifu-opendata.pref.gifu.lg.jp/organization/40160,（瑞穂市）岐阜県オープンデータカタログサイト,瑞穂市が保有するデータについて、「岐阜県オープンデータカタログサイト」にて推奨するデータセットを中心にオープンデータとして公開しています。,,,,,,,2019/3/11,2025/7/30,人口・世帯;鉱工業;教育・文化・スポーツ・生活;行財政;司法・安全・環境;その他;,無,CC BY
212172,岐阜県飛騨市,https://www.city.hida.gifu.jp/soshiki/5/opendata.html,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40170,,,,,,,,,2019/3/11,,,,
212181,岐阜県本巣市,https://www.city.motosu.lg.jp/0000000968.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40180,（本巣市）岐阜県オープンデータカタログサイト,岐阜県下の市町村のオープンデータが集約されているサイト,,,,,,,2019/6/17,2025/8/13,教育・文化・スポーツ・生活;,無,岐阜県オープンデータカタログサイト利用規約
212199,岐阜県郡上市,https://www.city.gujo.gifu.jp/admin/info_data/,https://www.city.gujo.gifu.jp/admin/info_data/,郡上市のデータ,郡上市のデータ,,,,,,,2019/6/17,2025/7/23,国土・気象;人口・世帯;,無,政府標準利用規約2.0
212202,岐阜県下呂市,http://www.city.gero.lg.jp/departmentTop/node_1037/node_1039/node_47508,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40200,,,,,,,,,2019/3/11,,,,
212211,岐阜県海津市,https://www.city.kaizu.lg.jp/shisei/0000000127.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40210,（海津市）岐阜県オープンデータカタログサイト,岐阜県及び県内自治体のオープンデータが確認できるサイト。,,,,,,,2019/3/11,2025/7/18,住宅・土地・建設;教育・文化・スポーツ・生活;行財政;社会保障・衛生;,無,CC BY
213021,岐阜県岐南町,https://www.town.ginan.lg.jp/docs/2019020500016/,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40220,,,,,,,,,2019/3/11,,,,
213039,岐阜県笠松町,https://www.town.kasamatsu.gifu.jp/docs/2019022500014/,https://gifu-opendata.pref.gifu.lg.jp/organization/40230,（笠松町）岐阜県オープンデータカタログサイト,笠松町が公開しているオープンデータの取扱いについて。,,,,,,,2019/3/11,2025/7/29,行財政;司法・安全・環境;教育・文化・スポーツ・生活;その他;住宅・土地・建設;,無,CC BY
213411,岐阜県養老町,https://gifu-opendata.pref.gifu.lg.jp/organization/40240,https://gifu-opendata.pref.gifu.lg.jp/organization/40240,（養老町）岐阜県オープンデータカタログサイト,岐阜県養老町のオープンデータを掲載されているサイトです。,,,,,,,2019/3/11,2025/8/13,教育・文化・スポーツ・生活;,無,CC BY
213616,岐阜県垂井町,https://www.town.tarui.lg.jp/site/dx/1084.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40250,（垂井町）岐阜県オープンデータカタログサイト,岐阜県不破郡垂井町のホームページです。,,,,,,,2019/6/17,2025/7/23,住宅・土地・建設;教育・文化・スポーツ・生活;司法・安全・環境;社会保障・衛生;,無,CC BY
213624,岐阜県関ケ原町,https://www.town.sekigahara.gifu.jp/4691.htm,https://gifu-opendata.pref.gifu.lg.jp/organization/40260,（関ケ原町）岐阜県オープンデータカタログサイト,関ケ原町では、県および県内42市町村と合同で、共通フォーマット化した指定緊急避難場所などのデータを公開しています。,,,,,,,2019/3/11,2025/7/23,行財政;司法・安全・環境;,無,政府標準利用規約2.0
213811,岐阜県神戸町,https://www.town.godo.gifu.jp/politics/politics10.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40270,（神戸町）岐阜県オープンデータカタログサイト,岐阜県内の自治体が提供しているオープンデータのカタログサイト,,,,,,,2019/3/11,,住宅・土地・建設、教育・文化・スポーツ・生活、司法・安全・環境、社会保障・衛生、,有,CC BY
213829,岐阜県輪之内町,http://town.wanouchi.gifu.jp/organization/rules/opendata/,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40280,,,,,,,,,2019/3/11,,,,
213837,岐阜県安八町,http://www.town.anpachi.gifu.jp/2019/11/12/%e5%ae%89%e5%85%ab%e7%94%ba%e3%81%ae%e3%82%aa%e3%83%bc%e3%83%97%e3%83%b3%e3%83%87%e3%83%bc%e3%82%bf%e3%81%ae%e5%8f%96%e3%82%8a%e7%b5%84%e3%81%bf%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40290,,,,,,,,,2019/11/15,,,,
214019,岐阜県揖斐川町,http://www.town.ibigawa.lg.jp/0000008393.html,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40300,,,,,,,,,2019/6/17,,,,
214035,岐阜県大野町,http://www.town-ono.jp/0000001012.html,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40310,,,,,,,,,2019/3/11,,,,
214043,岐阜県池田町,http://www.town.gifu-ikeda.lg.jp/0000001767.html,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40320,,,,,,,,,2019/3/11,,,,
214213,岐阜県北方町,https://www.town.kitagata.gifu.jp/soshiki/somukikikanri/1/10/349.html,https://gifu-opendata.pref.gifu.lg.jp/organization/40330,（北方町）岐阜県オープンデータカタログサイト,北方町では、岐阜県及び県内全市町村と合同で、共通フォーマット化した指定緊急避難所などのデータを公開しています。,,,,,,,2019/6/17,2025/7/28,住宅・土地・建設;教育・文化・スポーツ・生活;行財政;司法・安全・環境;その他;,有,CC BY
215015,岐阜県坂祝町,https://www.town.sakahogi.gifu.jp/administration/administration27.html,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40340,,,,,,,,,2019/3/11,,,,
215023,岐阜県富加町,https://www.town.tomika.gifu.jp/docs/805.html,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40350,,,,,,,,,2019/3/11,,,,
215031,岐阜県川辺町,https://www.kawabe-gifu.jp/?page_id=23205,https://gifu-opendata.pref.gifu.lg.jp/organization/40360,（川辺町）岐阜県オープンデータカタログサイト,川辺町は、県および県内の42市町村と連携し、共通フォーマットの指定緊急避難場所データを公開しています。利用希望者は、岐阜県オープンデータカタログサイト（川辺町データセット）からご利用ください。,,,,,,,2019/3/11,2025/7/22,人口・世帯;社会保障・衛生;教育・文化・スポーツ・生活;,無,CC BY
215040,岐阜県七宗町,https://7so.awe.jp/fpage/disaster/opendata/,https://gifu-opendata.pref.gifu.lg.jp/organization/40370,（七宗町）岐阜県オープンデータカタログサイト,岐阜県オープンデータカタログサイト,,,,,,,2019/6/17,2025/7/18,その他;,無,不明
215058,岐阜県八百津町,https://www.town.yaotsu.lg.jp/6194.htm,https://gifu-opendata.pref.gifu.lg.jp/organization/40380,（八百津町）岐阜県オープンデータカタログサイト,八百津町オープンデータ,,,,,,,2019/6/17,2025/7/22,運輸・観光;司法・安全・環境;,無,CC BY
215066,岐阜県白川町,https://www.town.shirakawa.lg.jp/info/%e7%99%bd%e5%b7%9d%e7%94%ba%e3%81%ae%e3%82%aa%e3%83%bc%e3%83%97%e3%83%b3%e3%83%87%e3%83%bc%e3%82%bf%e3%81%ae%e5%8f%96%e3%82%8a%e7%b5%84%e3%81%bf%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6.html,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40390,,,,,,,,,2019/6/17,,,,
215074,岐阜県東白川村,https://www.vill.higashishirakawa.gifu.jp/anzen/bousai/opendata/,https://gifu-opendata.pref.gifu.lg.jp/organization/40400,（東白川村）岐阜県オープンデータカタログサイト,東白川村では県及び県内42市町村と合同で、共通フォーマット化した指定緊急避難所などのデータを公開しています。<br>　なお、オープンデータの利用に際しては、「岐阜県オープンデータカタログサイト利用規約」に同意の上、下記から御利用ください。,,,,,,,2019/11/14,2025/7/25,司法・安全・環境;行財政;その他;教育・文化・スポーツ・生活;,無,岐阜県オープンデータカタログサイト利用規約
215210,岐阜県御嵩町,http://www.town.mitake.gifu.jp/contents/contents.cfm?id=5015&g1id=9,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40410,,,,,,,,,2019/3/11,,,,
216046,岐阜県白川村,http://shirakawa-go.org/yakuba_info/14186/,https://data.gifu-opendata.pref.gifu.lg.jp/organization/40420,,,,,,,,,2019/9/17,,,,
221007,静岡県静岡市,http://open.city.shizuoka.jp/,http://dataset.city.shizuoka.jp/,静岡オープンデータカタログサイト,「静岡市オープンデータ基本方針」及び「シズオカ型オープンデータシステムの推進に関する指針」に基づき、データの「活用」に主眼を置いたオープンデータの取組みを推進していきます。,http://opendata-api-wiki-dot-shizuokashi-road.appspot.com/resourcelist,静岡市　オープンデータ提供方式用wiki,「静岡市オープンデータ基本方針」及び「シズオカ型オープンデータシステムの推進に関する指針」に基づき、データの「活用」に主眼を置いたオープンデータの取組みを推進していきます。,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=35,（静岡市）ふじのくにオープンデータカタログ,「ふじのくにオープンデータカタログ」は静岡県がオープンデータを実践するために設置したサイトです。,,,統計、地域・行政、防災、観光・文化、医療・福祉、産業、道路・交通、生活,有,CC-BY
221309,静岡県浜松市,https://www.city.hamamatsu.shizuoka.jp/koho2/opendata/index.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=197,（浜松市）ふじのくにオープンデータカタログ,「ふじのくにオープンデータカタログ」は静岡県がオープンデータを実践するために設置したサイトです。,https://www.city.hamamatsu.shizuoka.jp/koho2/opendata/index.html,浜松市オープンデータサイト,浜松市のオープンデータを掲載しているサイトです。さまざまな情報をオープンデータとして公開しています。,,,,,,防災、福祉・医療、くらし、統計、子育て、施設,無,CC-BY
222038,静岡県沼津市,https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/kikaku/jyohosystem/opendata.htm,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=166,（沼津市）ふじのくにオープンデータカタログ,「ふじのくにオープンデータカタログ」は静岡県がオープンデータを実践するために設置したサイトです。,,,,,,,,,国土・気象、運輸・観光、教育・文化・スポーツ・生活、司法・安全・環境、行政活動情報,有,CC-BY
222054,静岡県熱海市,https://www.city.atami.lg.jp/shisei/johoukoukai/1001641/1007641.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=167,（熱海市）ふじのくにオープンデータカタログ,「ふじのくにオープンデータカタログ」は静岡県がオープンデータを実践するために設置したサイトです。,https://www.city.atami.lg.jp/shisei/johoukoukai/1001641/1007641.html,熱海市のオープンデータ（ふじのくにオープンデータカタログ）,静岡県が保有するデジタルデータを自由に利活用できるオープンデータの取組を推進し、利活用促進による新たな価値の創出及び地域の課題解決を図るために、設置したサイトです。,,,,2020/4/22,,防災,無,CC-BY
222062,静岡県三島市,https://www.city.mishima.shizuoka.jp/ipn017227.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=168,（三島市）ふじのくにオープンデータカタログ,「ふじのくにオープンデータカタログ」は静岡県がオープンデータを実践するために設置したサイトです。,https://www.city.mishima.shizuoka.jp/ipn017227.html,三島市オープンデータ,静岡県が進める「ふじのくにオープンデータカタログ」に歩調を合わせる形で、三島市のオープンデータを公開している。,,,,,,人口・世帯、情報通信・科学技術、司法・安全・環境、行政活動情報、救急・消防、選挙、動・植物,有,CC-BY
222071,静岡県富士宮市,http://www.city.fujinomiya.lg.jp/municipal_government/visuf8000000kwwb.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=169,（富士宮市）ふじのくにオープンデータカタログ,富士宮市では、静岡県が進める「ふじのくにオープンデータカタログサイト」にてデータ公開を進めています。今後、随時更新していく予定です。,,,,,,,2019/6/17,,区市町村の基本情報、施設,有,CC-BY
222089,静岡県伊東市,https://www.city.ito.shizuoka.jp/gyosei/shiseijoho/opendata/11263.html,https://opendata.pref.shizuoka.jp/dataset/chiiki/shizuoka/ito/,（伊東市）ふじのくにオープンデータカタログ,伊東市では、住民サービスの向上や、地域課題の解決などを目的としたオープンデータの推進を目指しています。,https://www.city.ito.shizuoka.jp/gyosei/shiseijoho/itoshinotorikumi/opendata/3938.html,伊東市オープンデータ,伊東市では、住民サービスの向上や、地域課題の解決などを目的としたオープンデータの推進を目指しています。,,,,,2025/9/29,人口・世帯、防災、子育て、ごみ・環境保全、高齢者・介護、健康・医療、文化・スポーツ・生涯学習、選挙、施設、統計,無,CC-BY
222097,静岡県島田市,https://www.city.shimada.shizuoka.jp/gyosei-docs/opendata.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=171,（島田市）ふじのくにオープンデータカタログ,静岡県開設の「ふじのくにオープンデータカタログ」に歩調を合わせながら、５つ星オープンデータも公開することで、利用可能となった既存アプリを市民へ情報提供している。,http://dos-green-ci-tea.com/,,,https://www.city.shimada.shizuoka.jp/jouhou/opendata.html,島田市オープンデータ,静岡県開設の「ふじのくにオープンデータカタログ」に歩調を合わせながら、５つ星オープンデータも公開することで、利用可能となった既存アプリを市民へ情報提供している。,,,人口・世帯、運輸・観光、司法・安全・環境、住民向け情報(暮らしの情報)、子育て、救急・消防,有,CC-BY
222101,静岡県富士市,https://www.city.fuji.shizuoka.jp/shisei/c1502/rn2ola000000t5cq.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=172,（富士市）ふじのくにオープンデータカタログ,「ふじのくにオープンデータカタログ」は静岡県がオープンデータを実践するために設置したサイトです。,,,,,,,,,国土・気象、運輸・観光、教育・文化・スポーツ・生活、司法・安全・環境、行政活動情報,有,CC-BY
222119,静岡県磐田市,https://www.city.iwata.shizuoka.jp/shiseijouhou/1006207/1002775.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=173,（磐田市）ふじのくにオープンデータカタログ,磐田市では、「ふじのくにオープンデータカタログ」にデータの公開を始めました。今後は、市が保有する様々なデータを、準備が整ったものから順次公開していきます。,https://www.city.iwata.shizuoka.jp/shisei/opendata.php,磐田市オープンデータ,磐田市では、「ふじのくにオープンデータカタログ」にデータの公開を始めました。今後は、市が保有する様々なデータを、準備が整ったものから順次公開していきます。,,,,,,人口・世帯、教育・文化・スポーツ・生活、司法・安全・環境、住民向け情報(暮らしの情報)、行政活動情報、救急・消防,無,CC-BY
222127,静岡県焼津市,https://www.city.yaizu.lg.jp/life/digital-cityoffice/open-data.html,https://opendata.pref.shizuoka.jp/dataset/chiiki/shizuoka/yaizu/,（焼津市）ふじのくにオープンデータカタログ,静岡県が運営するふじのくにオープンデータカタログにて、焼津市オープンデータを公開しています。また、地図情報オープンデータを、焼津オープンデータカタログにて公開しています。,https://github.com/yaizu-city/opendata#yaizu-open-data,,,,,,,2025/7/18,人口・世帯、教育・文化・スポーツ・生活、運輸・観光、商業・サービス業、住宅・土地・建設、司法・安全・環境、行財政、農林水産業、その他、情報通信・科学技術、,有,CC-BY
222135,静岡県掛川市,http://www.city.kakegawa.shizuoka.jp/city/jyohosuishin/seisaku/opendata/opendata_kakegawa.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=175,（掛川市）ふじのくにオープンデータカタログ,「ふじのくにオープンデータカタログ」は静岡県がオープンデータを実践するために設置したサイトです。,http://www.city.kakegawa.shizuoka.jp/city/jyohosuishin/seisaku/opendata/opendata_kakegawa.html,掛川市オープンデータへの取り組み,掛川市では、個人情報等の公開できない情報を除き、データを公開することで、地域課題の解決を図り、市民生活の向上、企業活動の活性化及び社会経済の発展に寄与するオープンデータの推進に取組んでいます。,,,,,,人口・世帯、運輸・観光、教育・文化・スポーツ・生活、交通、ごみ・環境保全、救急・消防、施設、統計、地図,無,CC-BY
222143,静岡県藤枝市,https://www.city.fujieda.shizuoka.jp/soshiki/kikakuzaisei/johoseisaku/gyomu/12329.html,https://opendata.pref.shizuoka.jp/dataset/search/?s%5Barea_id%5D=176,（藤枝市）ふじのくにオープンデータカタログ,「ふじのくにオープンデータカタログ」は静岡県がオープンデータを実践するために設置したサイトです。,,,,,,,,,国土・気象、運輸・観光、教育・文化・スポーツ・生活、司法・安全・環境、行政活動情報,有,CC-BY
