全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,設置者,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,SSID,提供エリア,URL,備考
314002,,,広島県広島市,とり鉄広島本通店,Toritetsu Yakitori restaurant Hiroshima Hondori branch,,341002,,広島県 広島市中区本通 ４－１７ ルフェールビル２階,,,,,,34.3932717,132.4592064,,,,,,,7300035,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＶＡＮｉｌｌＡ　広島店,VANillA jewelry boutique Hiroshima branch,,341002,,広島県 広島市中区袋町 ８－１０ 広島明治洋行ビル１Ｆ,,,,,,34.3910689,132.4595981,,,,,,,7300036,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＭｏｌｌｙＭａｌｏｎｅｓ　モーリーマロンズ,Molly Malone's Authentic Irish Pub ,,341002,,広島県 広島市中区新天地 １－２０ 広島帝劇会館４階,,,,,,34.3917522,132.4632886,,,,,,,7300034,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社冨士谷商店,"Fujitani shoten Co., Ltd.",,341002,,広島県 広島市南区段原 １丁目－１－５ ,,,,,,34.3899583,132.4752989,,,,,,,7320811,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,おひさま歯科・小児歯科,Ohisama children's dental clinic ,,341002,,広島県 広島市中区光南 ４丁目５－３４ 安田ビル１０３号,,,,,,34.3667958,132.4460269,,,,,,,7300825,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社ＩＤＤ,"IDD Co., Ltd",,341002,,広島県 広島市東区若草町 １４―２８ 西村ホワイトビル２０１,,,,,,34.3977794,132.4787183,,,,,,,7320053,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,黒木会計株式会社,"Kuroki Kaikei Co., Ltd.",,341002,,広島県 広島市東区牛田南 １丁目８－４０ ,,,,,,34.4052394,132.4717328,,,,,,,7320064,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社小尻商会,"Kojiri Firm Co., Ltd.",,341002,,広島県 広島市東区愛宕町 ２－２０ ,,,,,,34.3972714,132.4839875,,,,,,,7320054,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,やまもと商店,Yamamoto shop,,341002,,広島県 広島市東区曙 １－４－２９ ,,,,,,34.3972078,132.4850725,,,,,,,7320045,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,アマノマネジメントサービス　広島中央コート地下駐車場,Amano Management Service Hiroshima Central Court Basement Parking,,341002,,広島県 広島市中区基町 ２－１８ 広島中央庭球場＜地下駐車場＞,,,,,,34.3982433,132.4600719,,,,,,,7300011,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社中野総合保険サービス,"Nakano Sogo Hoken Service Co., Ltd.",,341002,,広島県 広島市中区中島町 ８－１９ ,,,,,,34.3892467,132.4500756,,,,,,,7300811,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,炭火焼　西尾,Sumibiyaki Nishio Restaurant,,341002,,広島県 広島市中区銀山町 ６－１５ 小川ビル１Ｆ,,,,,,34.3919022,132.4674111,,,,,,,7300022,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＮＴＴ上八丁堀ビル,NTT Kamihacchobori Bldg.,,341002,,広島県 広島市中区上八丁堀 ６－６５ ＮＴＴ上八丁堀ビル２Ｆ　自販機,,,,,,34.4005239,132.4616661,,,,,,,7300012,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,スズキ広島中央,Suzuki Hiroshima Chuo Car Dealer,,341002,,広島県 広島市南区西蟹屋 ４丁目８－７ ,,,,,,34.3904083,132.4820825,,,,,,,7320804,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,バランス均整院,Balance Osteopathic Clinic,,341002,,広島県 広島市安佐北区 可部２丁目１２－２２ ,,,,,,34.5153653,132.5118747,,,,,,,7310021,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,合同会社　ＫＲＳ,KRS LLC,,341002,,広島県 広島市佐伯区藤の木 ３丁目７－１２ ,,,,,,34.4246028,132.3637897,,,,,,,7315103,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,超覚寺,Chokakuji Temple,,341002,,広島県 広島市中区 八丁堀５－２ ,,,,,,34.39656,132.4639022,,,,,,,7300013,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,Ｂｅａｕｔｙ＆Ｒｅｌａｘａｔｉｏｎ　ＳＥＤＯＮＡ,Beauty & Relaxation SEDONA Beauty Salon,,341002,,広島県 広島市安佐北区落合 ５丁目３２－２ ,,,,,,34.4774953,132.5261667,,,,,,,7391731,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,二葉,Futaba Restaurant,,341002,,広島県 広島市東区 二葉の里２丁目５－１１ 披露宴会場二葉,,,,,,34.4040925,132.4714856,,,,,,,7320057,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,美容室ファッソン,Beauty Salon Fasson,,341002,,広島県 広島市　東区 若草町１４－２６ オクハラビル１階,,,,,,34.3978964,132.4784822,,,,,,,7320053,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,オールドアメリカンショップＭＩＺＵＮＯ,Old American Shop Mizuno,,341002,,広島県 広島市南区出島 １丁目３４－４１ ＧＥＭＳＭＡＲＴ２０１,,,,,,34.3546833,132.4514431,,,,,,,7340013,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,Ｂ＆Ｂ,Bike & Bicycle Shop,,341002,,広島県 広島市東区中山東 １丁目３－３０ ,,,,,,34.4086739,132.4992742,,,,,,,7320023,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,マルヒロ水産株式会社,"Maruhiro Suisan Co., Ltd.",,341002,,広島県 広島市中区江波本町 ２１－５ ,,,,,,34.3678653,132.4377578,,,,,,,7300833,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社新見自動車整備工場,"Niimi Jidousha Seibi Koujou Co., Ltd.",,341002,,広島県 広島市西区商工センター ８丁目１０－４２ ,,,,,,34.3629378,132.38651,,,,,,,7330833,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,エフォートヘアー,Effort Hair Beauty Parlor,,341002,,広島県 広島市中区中町 １－１７ フクモトビル２Ｆ,,,,,,34.3907217,132.4596061,,,,,,,7300037,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ヘアーサロン　Ｋ’ｓ,Hair Salon K's,,341002,,広島県 広島市西区中広町 １丁目１８－２６ ロリエ中広通り１０１号,,,,,,34.4002261,132.4411567,,,,,,,7330012,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,あさひ整形外科クリニック,Asahi Orthopedics Clinic,,341002,,広島県 広島市南区旭 ２丁目１５－１８ ,,,,,,34.3728492,132.4771219,,,,,,,7340036,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,プロペラヘアー段原店,Propeller Hair Beauty Parlor Danbara Store,,341002,,広島県 広島市南区段原 ３丁目２０－１３ ＨｅａｒｔＤ２Ｆ,,,,,,34.3870525,132.4775547,,,,,,,7320811,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社中央トラベル,"Chuou Travel Co., Ltd.",,341002,,広島県 広島市南区段原 ３丁目２３－１０ 中央トラベル,,,,,,34.3863286,132.4799131,,,,,,,7320811,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,本格炭火焼肉あかつき,Akatsuki Charbroiled Yakiniku Restaurant,,341002,,広島県 広島市東区光町 ２丁目８－３ 第１今井ビル１Ｆ,,,,,,34.4011517,132.4802014,,,,,,,7320052,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,クリエイティディッシュ　シゲ,Creation Dish Shige,,341002,,広島県 広島市南区的場町 ２丁目３－１８ 住本ビル１階,,,,,,34.3921972,132.4735517,,,,,,,7320824,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社　レザリューション,"Resolution Co., Ltd.",,341002,,広島県 広島市中区八丁堀 １３－１６ 金谷ビル２０１号,,,,,,34.3949542,132.4628469,,,,,,,7300013,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社カートップサカイ,"Car Top Sakai Co., Ltd.",,341002,,広島県 広島市西区大宮 ２丁目１１－５ ,,,,,,34.4213186,132.4582492,,,,,,,7330007,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社肉のますゐ,"Niku no Masui Meat Co., Ltd.",,341002,,広島県 広島市中区八丁堀 １４－１３ ますいビル２階,,,,,,34.39463,132.4631886,,,,,,,7300013,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社フジカワモータース,"Fujikawa Motors Co., Ltd.",,341002,,広島県 広島市南区大州 ３丁目４－３３ ,,,,,,34.3895778,132.4912256,,,,,,,7320802,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社ライダースショップ広島,"Riders shop Hiroshima Co., Ltd.",,341002,,広島県 広島市中区広瀬北町 ８－１１ ,,,,,,34.4015122,132.4479117,,,,,,,7300803,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,平松伸夫　整形外科,Hiramatsu Nobuo Plastic surgery,,341002,,広島県 広島市中区幟町 １３－４ 広島マツダ本社ビル地下１階,,,,,,34.3936858,132.4659886,,,,,,,7300016,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社ひのき,"Hinoki Co., Ltd.",,341002,,広島県 広島市東区光町 １丁目１１－１３ 光町大丈ビル１０１号,,,,,,34.3994656,132.4777486,,,,,,,7320052,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ペレソッソ,Perezoso Italian Restaurant,,341002,,広島県 広島市南区大須賀町 １３－２７ 駅西商店街,,,,,,34.3979794,132.472835,,,,,,,7320821,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,懐石わたなべ,Watanabe Kaiseki Japanese Restaurant,,341002,,広島県 広島市中区土橋町 ６－１４ ,,,,,,34.3924908,132.4474953,,,,,,,7300854,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,さくま　歯科,Sakuma Dentist,,341002,,広島県 広島市西区庚午北 ３丁目１－２ 第一水野ビル２０７号,,,,,,34.3881519,132.418675,,,,,,,7330821,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＭＡＢＵＩ,Mabui Oyster Restaurant,,341002,,広島県 広島市中区袋町 ２－２６ ＫＡＰＰＡＨＡＵＳ１階,,,,,,34.3924106,132.4593203,,,,,,,7300036,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,高山薬局,Takayama Pharmacy,,341002,,広島県 広島市南区青崎 １丁目１０－１０ ,,,,,,34.3730469,132.5068225,,,,,,,7340053,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＡＰパーク段原,AP Park Danbara,,341002,,広島県 広島市南区 段原南１－１０－１ 駐車場,,,,,,34.3836761,132.477205,,,,,,,7320814,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,（株）ケイアイスポーツ　ジャンピング体操スクール,"K I sports Co., Ltd. Jumping gymnastic school",,341002,,広島県 広島市西区井口 ４丁目８－２９ 鈴峰体育館（仮称）,,,,,,34.3713778,132.3730722,,,,,,,7330842,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,Ｄｉｄｊｕ　ｈａｉｒ,Didju hair design,,341002,,広島県 広島市中区袋町 ７－１４ 西文明堂ビル１Ｆ,,,,,,34.3917772,132.4602136,,,,,,,7300036,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社メディエイター,"Mediator Co., Ltd.",,341002,,広島県 広島市東区牛田新町 １丁目６－３８ ,,,,,,34.4207406,132.4656847,,,,,,,7320068,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,Ｄｉｄｊｕ　ｈａｉｒ,Didju Hair,,341002,,広島県 広島市東区牛田中 ２－１－２２ ,,,,,,34.4122,132.4729644,,,,,,,7320065,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ホテル石本,Hotel Ishimoto,,341002,,広島県 広島市南区金屋町 ９－９ ホテル石本,,,,,,34.3901136,132.4733628,,,,,,,7320825,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,社会福祉法人はぐくみの里,Social Welfare Service Corporation Hagukuminosato ,,341002,,広島県 広島市東区温品町 ５１０－１ ,,,,,,34.4184786,132.5137947,,,,,,,7320034,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,南区スポーツセンター,Minami Ward Sports Center,,341002,,広島県 広島市南区 楠那町７－３１ 南区スポーツセンター,,,,,,34.3632256,132.485985,,,,,,,7340032,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,東区スポーツセンター,Higashi Ward Sports Center,,341002,,広島県 広島市東区牛田新町 １丁目８－３ 東区スポーツセンター,,,,,,34.4163636,132.4672964,,,,,,,7320068,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,佐伯区スポーツセンター,Saeki Ward Sports Center,,341002,,広島県 広島市佐伯区楽々園 ６丁目１－２７ ,,,,,,34.3590378,132.3560967,,,,,,,7315136,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,中区スポーツセンター,Naka Ward Sports Center,,341002,,広島県 広島市中区千田町 ３丁目８－１２ 中区スポーツセンター,,,,,,34.3757483,132.4570539,,,,,,,7300052,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島市中央庭球場,Hiroshimashi Chuo Teikyujo Tennis Park,,341002,,広島県 広島市中区基町 ２－１８ 広島市中央庭球場,,,,,,34.3982433,132.4600719,,,,,,,7300011,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広域公園陸上競技場,Hiroshima Big Arch,,341002,,広島県 広島市安佐南区 大塚西５丁目１－１ ,,,,,,34.4399381,132.39489,,,,,,,7313167,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,安佐南区スポーツセンター,Asaminami-ku Sports Center,,341002,,広島県 広島市安佐南区 伴東３丁目１３－１６ ,,,,,,34.4695383,132.413485,,,,,,,7313161,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,安佐北区スポーツセンター,Asakitaku Municipal Sports Center,,341002,,広島県 広島市安佐北区 深川２丁目５０－１ ,,,,,,34.4932019,132.5168144,,,,,,,7391751,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,クアハウス湯の山,Kurhaus Yunoyama Hot Springs,,341002,,広島県 広島市佐伯区湯来町大字和田 ４４３ ,,,,,,34.4964706,132.2844383,,,,,,,7380601,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ぎんれい胡店,Ginrei Jewelry Store,,341002,,広島県 広島市中区胡町 ３－９ レインボービル１Ｆ,,,,,,34.3925969,132.4654275,,,,,,,7300021,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社アイエルネット,"I L Net Co., Ltd",,341002,,広島県 広島市中区東千田町 １丁目１－１０４－３ ひろしまガーデン・ガーデンノースタワー１６０８,,,,,,34.3821253,132.4562233,,,,,,,7300053,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社ユニコン,"Unicon Co., Ltd.",,341002,,広島県 広島市安佐南区八木 ２丁目５－２０ かつや広島八木店,,,,,,34.4807744,132.4952581,,,,,,,7310101,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,フルーツのしまだ,Fruits Shop Shimada ,,341002,,広島県 広島市安佐北区可部 ５丁目１－２６ ヴァーンベール細田１Ｆ,,,,,,34.5205453,132.5117547,,,,,,,7310221,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社シャトー,"Car Parts Chateau Co., Ltd.",,341002,,広島県 広島市佐伯区五日市町大字石内 ５７６０－１ ,,,,,,34.4257425,132.3970567,,,,,,,7315102,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社ハシモトサービス,"Hashimoto Service Co., Ltd.",,341002,,広島県 広島市安佐北区三入 １丁目１－９ ,,,,,,34.5368603,132.5230731,,,,,,,7310211,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広域公園テニスコート,Koiki Park Tennis Court,,341002,,広島県 広島市安佐南区大塚西５丁目 ２－１ 広域公園テニスコート,,,,,,34.4438158,132.3940761,,,,,,,7313167,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社ドリームホーム,"Dream Home Co., Ltd.",,341002,,広島県 広島市西区草津南 ３丁目４－１０ 誠和コーポ草津Ａ３０２号,,,,,,34.3773592,132.3962819,,,,,,,7330863,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社スリーエイト,"Machinery Three eight Co., Ltd.",,341002,,広島県 広島市西区西観音町 ９－２４ しのはら第２ビル１階,,,,,,34.3919994,132.4379569,,,,,,,7330037,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社エイトハウジング,"Eight Housing Co., Ltd.",,341002,,広島県 広島市西区己斐本町 １丁目２４－７ 藤田ビル１０２号,,,,,,34.3962072,132.42721,,,,,,,7330812,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,富士商リテールサービス株式会社　広島営業所,"Fujisho Retail Services Co., Ltd. Hiroshima Branch",,341002,,広島県 広島市中区榎町 ８－２３ 吉田ビル１Ｆ,,,,,,34.396515,132.4443122,,,,,,,7300851,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,綜合テント工業有限会社,"Sogo Tent Kogyo Industry Co., Ltd.",,341002,,広島県 広島市中区舟入川口町 １６－１１ 舟入綜合ビル２階,,,,,,34.3800136,132.4406878,,,,,,,7300845,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,河田産婦人科医院,Kawata Obstetrician Hospital,,341002,,広島県 広島市佐伯区海老園 １丁目２－１３ 河田産婦人科医院,,,,,,34.3649953,132.356605,,,,,,,7315135,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社アシスト・リーブ,"Assist Ribu Co., Ltd.",,341002,,広島県 広島市中区銀山町 ２－１０ ライオンズマンション銀山２０３号,,,,,,34.3920803,132.4682139,,,,,,,7300022,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ファミリーケアー訪問介護事業所,Family Care Visiting Nursing Service Station,,341002,,広島県 広島市安佐南区伴中央 ６丁目１６－４４－３ ,,,,,,34.4544694,132.4050136,,,,,,,7313165,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,縁が和,Day Care Service Center Engawa,,341002,,広島県 広島市安佐北区亀山南 ２丁目３－２７ ,,,,,,34.5179647,132.4967881,,,,,,,7310232,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社不動冷凍部,"Fudou Co., Ltd. Cool Storage Department ",,341002,,広島県 広島市南区月見町 １９９３－２４ ,,,,,,34.3670286,132.5168439,,,,,,,7340054,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ペント,Pent,,341002,,広島県 広島市中区中町 １－１９ ,,,,,,34.3908158,132.4594953,,,,,,,7300037,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,志庵鍼灸院,Shian Acupuncture and Moxibustion,,341002,,広島県 広島市安佐南区川内 ５丁目１０－８ ,,,,,,34.4707364,132.4864944,,,,,,,7310102,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島新幹線口店,Toyota Rental Car Shop of Hiroshima Shinkansenguchi,,341002,,広島県 広島市東区若草町 ２２―９ ,,,,,,34.3971103,132.4781211,,,,,,,7320053,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島新幹線口店受付カウンター,Toyota Rental Car Reception Counter of Hiroshima Shinkansenguchi,,341002,,広島県 広島市東区若草町 １２―１ シェラトンホテル広島　１Ｆ,,,,,,34.3978353,132.4779433,,,,,,,7320053,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,富士見町店,Toyota Rental Car Shop of Fujimicho,,341002,,広島県 広島市中区富士見町 １２―１ ,,,,,,34.3863669,132.4609364,,,,,,,7300043,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,五日市店,Toyota Rental Car Shop of Itsukaichi,,341002,,広島県 広島市佐伯区吉見園 ３―１９ ,,,,,,34.3663844,132.3700328,,,,,,,7315132,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,観音店,Toyota Rental Car Shop of Kannon,,341002,,広島県 広島市西区観音新町 １―３―２０ ,,,,,,34.3784725,132.4275269,,,,,,,7315132,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,陵陽タイル株式会社,"Ryoyo Tile Co., Ltd.",,341002,,広島県 広島市西区井口 １丁目１７－６ ,,,,,,34.3778092,132.3876958,,,,,,,7330842,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社内藤畳店,"Naito Tatami Store Co., Ltd.",,341002,,広島県 広島市西区天満町 １１－２３ 内藤ビル１階,,,,,,34.3954928,132.4429233,,,,,,,7330022,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,森吉産業,Moriyoshi Sangyo Industry ,,341002,,広島県 広島市南区向洋新町 １丁目１７－１８ ,,,,,,34.3665672,132.5135131,,,,,,,7340055,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＣＯＣＯ　ＰＬＵＳ,Esthetique Salon Coco Plus,,341002,,広島県 広島市中区中町 ２‐８ 並木ＡＲＣＯ４Ｆ,,,,,,34.3896469,132.4605444,,,,,,,7300037,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,西川建設,Nishikawa Kensetsu Construction ,,341002,,広島県 広島市安佐南区西原 ４丁目２１‐１４ ,,,,,,34.4378336,132.4697672,,,,,,,7310113,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＡＫＩ工業,Aki Kogyo Industry ,,341002,,広島県 広島市東区戸坂長尾台 ７‐７ ,,,,,,34.4283664,132.48563,,,,,,,7320018,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＮＴＴ西日本ビジネスフロント株式会社,"NTT West Business Front Co., Ltd.",,341002,,広島県 広島市南区比治山本町 １１番２０号 ＮＴＴＤＡＴＡ比治山ビル３階,,,,,,34.3851281,132.4573206,,,,,,,7320816,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,会席惣菜いけ田,Kaiseki Sozai Restaurant Ikeda,,341002,,広島県 広島市佐伯区五日市 ７丁目１３‐２８ フォーサイトビル五日市１０３号,,,,,,34.3758611,132.3589242,,,,,,,7315127,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社クリエイティブジャパン,"Creative Japan Co., Ltd.",,341002,,広島県 広島市安佐南区伴中央 ６丁目２９－１０ ,,,,,,34.4545033,132.4106961,,,,,,,7313161,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,大同防水工業株式会社,"Daido Bosui Kogyo Co., Ltd.",,341002,,広島県 広島市　東区牛田　本町 ２丁目１０－２３ ,,,,,,34.4087647,132.4718994,,,,,,,7320066,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社荒川塗装コンサルタント,"Arakawa Toso Consultant Co., Ltd.",,341002,,広島県 広島市安佐北区三入 ７丁目３７‐１０ ,,,,,,34.5522342,132.5252781,,,,,,,7310211,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社東亜美装,"Toa Biso Co., Ltd.",,341002,,広島県 広島市安佐南区祇園 ５丁目２７‐１ ,,,,,,34.4486386,132.4603808,,,,,,,7310138,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,高田運送,Takada Transportation ,,341002,,広島県 広島市佐伯区五日市町石内 １０４６８－３ ,,,,,,34.4093854,132.3919791,,,,,,,7315102,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,パルコ　デッラ　パーチェ,PARCO della PACE,,341002,,広島県 広島市中区土橋町 １－５ 平和公園ビル１階,,,,,,34.3930519,132.4492894,,,,,,,7300854,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,マツダオートザム梅林,Mazda Autozam Bairin,,341002,,広島県 広島市安佐南区八木２丁目 １９－１９ マツダオートザム梅林１Ｆ,,,,,,34.4782806,132.4910503,,,,,,,7310101,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,システムプラン,"System Plan, system development",,341002,,広島県 広島市東区福田 ７丁目２５‐６ ,,,,,,34.4518011,132.5493992,,,,,,,7320029,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,友成デンタルオフィス,Tomonari dental office,,341002,,広島県 広島市中区上幟町 ３－２１ ＫＯＬＭＥ上幟　１Ｆ,,,,,,34.3990903,132.4662081,,,,,,,7300014,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,アズ・ヤチマタ,"As Yachimata, accounting office",,341002,,広島県 広島市　安佐南区西原 ８丁目１４－６－５ ,,,,,,34.4441978,132.4729742,,,,,,,7310113,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,肉料理専門店　榮互,Meat Dish Restaurant Eigo,,341002,,広島県 広島市中区鉄砲町 １０－２０ ビルドＰ,,,,,,34.3938858,132.4644583,,,,,,,7300017,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ヘアースポット・アクティブ上深川店,"Hair Spot Active, Kamifukaya, barber shop",,341002,,広島県 広島市安佐北区上深川町 ６３５‐１ ,,,,,,34.4726017,132.5607803,,,,,,,7391752,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社エスアールシー,"S.R.C. Co., Ltd., automotive service",,341002,,広島県 広島市安佐南区伴中央 ２丁目５‐１７ ,,,,,,34.4605003,132.4044272,,,,,,,7313165,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社カーロードメジャー,"Car Road Major Co., Ltd., used car dealer",,341002,,広島県 広島市佐伯区利松 ２丁目１７‐２ ,,,,,,34.3977472,132.3691342,,,,,,,7315106,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,高陽ゴルフセンター,KOYO GOLF CENTER,,341002,,広島県 広島市安佐北区落合南 １丁目３２‐１６ ,,,,,,34.4634378,132.50943,,,,,,,7391732,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,焼肉白李西原店,"Hakuri, Nishihara, Korean BBQ restaurant",,341002,,広島県 広島市安佐南区西原 ７丁目１２‐２７ ,,,,,,34.4406394,132.4753131,,,,,,,7310113,Hiroshima_Free_Wi-Fi_Lite,,,
