全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,設置者,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,SSID,提供エリア,URL,備考
314002,,,広島県広島市,有限会社菊池デザイン,"Kikuchi Design Co., Ltd.",,341002,,広島県 広島市南区仁保南 ２丁目１７‐３５ 木原第３ビル２０６号,,,,,,34.3621697,132.4951322,,,,,,,7340027,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,美容室スタイル・カウンシル,"STYLE COUNCIL, hair salon",,341002,,広島県 広島市中区光南 １丁目１６‐２０ 第５やたがいビル,,,,,,34.3672128,132.4462186,,,,,,,7300825,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,こころねデイサービスセンター,Kokorone Day Service Center,,341002,,広島県 広島市中区江波栄町 １１－２７ アテリア１Ｆ,,,,,,34.3646628,132.429625,,,,,,,7300836,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社横田工業,"Yokota Kogyo Co., Ltd.",,341002,,広島県 広島市安芸区上瀬野町 ２２８７‐５ ,,,,,,34.4114378,132.6234489,,,,,,,7390302,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社はんべえ,"Hanbee Co., Ltd.",,341002,,広島県 広島市南区本浦町 ８－１２ ,,,,,,34.3748825,132.4879431,,,,,,,7340047,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社デコレ・ウイン,"Decole Win Co., Ltd.",,341002,,広島県 広島市中区東平塚町　 ８－７ メゾン・ド・オンディーヌ８０２号,,,,,,34.3881831,132.4688497,,,,,,,7300025,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,松本家次男,Matsumotoke Jinan Pub,,341002,,広島県 広島市中区流川町 ７－６ 白菱第五ビル１Ｆ,,,,,,34.3893161,132.4632025,,,,,,,7300028,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ギャラリーたかたや・服飾たかたや,Rental Space Gallery Takataya and Dress Shop Takataya,,341002,,広島県 広島市中区本通 ８－３２ たかた屋ビル２Ｆ,,,,,,34.3927108,132.4597861,,,,,,,7300035,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,マニラマニラ,Snack Bar Manila Manila,,341002,,広島県 広島市中区流川町 ４－８ 東邦ビル１階,,,,,,34.3903358,132.4641111,,,,,,,7300028,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ｔｅｒｕ,Tavern teru,,341002,,広島県 広島市中区堀川町　 １－３ 第一シンコービル５０２号,,,,,,34.3919161,132.4647886,,,,,,,7300033,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社マーズ広島営業所,"Mars Stones Co., Ltd., Hiroshima Branch",,341002,,広島県 広島市西区井口１丁目 １８－３ ,,,,,,34.3778172,132.3883767,,,,,,,7330842,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社東亜電工,"Toadenko Co., Ltd., construction company",,341002,,広島県 広島市西区庚午南２丁目 ３４－５４－２ ,,,,,,34.3793194,132.4090369,,,,,,,7330823,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,沖機械株式会社,"Oki Kikai Co., Ltd.",,341002,,広島県 広島市西区商工センター４丁目 ４－７ 沖機械本社ビル,,,,,,34.3681989,132.3940656,,,,,,,7330833,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社アナグラム,"Anagram Co., Ltd., second hand clothing store",,341002,,広島県 広島市安佐南区長楽寺２丁目 ４－１ ,,,,,,34.4718181,132.4264975,,,,,,,7310143,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,やわら鍼灸接骨院長束西,Yawara Bonesetting Nagatsukanishi Shop,,341002,,広島県 広島市安佐南区長束西２丁目 １５－１１ 大下ビル１階,,,,,,34.4309119,132.4512686,,,,,,,7310136,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,富永化成株式会社,"Tominaga Kasei Co., Ltd.",,341002,,広島県 広島市安佐南区中筋３丁目 １１－７ ,,,,,,34.4533239,132.4798708,,,,,,,7310122,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,マサシゲオートショップ,Masashige Auto Shop,,341002,,広島県 広島市南区皆実町２丁目 ５－５ ,,,,,,34.3772486,132.4656669,,,,,,,7340007,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,鈴木工業,Suzuki Kogyo Construction,,341002,,広島県 広島市南区西旭町 ５－２ 原野ビル１Ｆ,,,,,,34.3731406,132.4739272,,,,,,,7340002,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島県農協労連,Hiroshima Prefecture Federation of Trade Union of Agricultural Cooperatives ,,341002,,広島県 広島市南区比治山町　 ２－５ 住宅生協比治山ビル３階,,,,,,34.3891969,132.4712414,,,,,,,7320817,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社フレッズ,"Freds Co., Ltd.",,341002,,広島県 広島市安佐南区伴西４丁目 ４－１６ ,,,,,,34.462365,132.3814319,,,,,,,7313169,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＳＯＵＬＯＶＥＲ,Restaurant & Bar SOUL OVER,,341002,,広島県 広島市佐伯区五日市４丁目 ４－３１ 唯山ビル２階,,,,,,34.3701981,132.3573383,,,,,,,7315127,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ウエダデンキ主田店,"Ueda Denki Electric Appliance, Nushida Shop",,341002,,広島県 広島市佐伯区湯来町大字下 ８１８－６ ,,,,,,34.5529758,132.3501203,,,,,,,7380603,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,五エ門胡町店,Goemon Okonomiyaki Restaurant - Ebisumachi Store,,341002,,広島県 広島市中区胡町 ３－１４ アーバン胡館１Ｆ,,,,,,34.3925997,132.4651886,,,,,,,7300021,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,五エ門イオン広島祇園店,Goemon AEON Hiroshimagion,,341002,,広島県 広島市安佐南区祇園３丁目 ２－１ イオンモール広島祇園１階五エ門,,,,,,34.4443644,132.4615589,,,,,,,7310138,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,五エ門広島バスセンター店,"Savory Pancake and Iron Plate Food Restaurant Goemon, Hiroshima Bus Center Shop",,341002,,広島県 広島市中区基町 ６－２７ 広島バスセンタービル広島センター街７Ｆ,,,,,,34.3962011,132.4572253,,,,,,,7300011,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,五エ門　福屋広島駅前店,"Savory Pancake and Iron Plate Food Restaurant Goemon, Fukuya Hiroshima Ekimae Shop",,341002,,広島県 広島市南区松原町 ９－１４ エールエールＡ館１１Ｆ,,,,,,34.3957656,132.4742572,,,,,,,7320822,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,五エ門堀川町店,"Goemon, Horikawamachi, Okonomiyaki restaurant",,341002,,広島県 広島市中区堀川町 １－１６ リュート館２Ｆ,,,,,,34.3920383,132.4646361,,,,,,,7300033,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,プライドオート,Used Car Dealer Pride Auto,,341002,,広島県 広島市佐伯区利松 ３－３１－１７ ,,,,,,34.3990917,132.3664203,,,,,,,7315106,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社児玉ゴム商会,"Kodama Gomu Shoukai Co., Ltd.",,341002,,広島県 広島市中区河原町 ３－３ 児玉ゴム,,,,,,34.3908939,132.4463125,,,,,,,7300856,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社ジャパンハンズ,"Japan Hands Co., Ltd.",,341002,,広島県 広島市西区南観音２丁目 ５－３４ ,,,,,,34.3842086,132.4316297,,,,,,,7330035,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島教育センター,Hiroshima Education Center,,341002,,広島県 広島市中区舟入町 ２－２０ 三栄広島ビル９０１号,,,,,,34.3918019,132.4447261,,,,,,,7300841,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,新日本タイル株式会社,"Shinnihon Tile Co., Ltd.",,341002,,広島県 広島市安芸区船越南４丁目 ２－２０ ,,,,,,34.3693703,132.526065,,,,,,,7360082,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＡＢＣコーポレーション,"ABC Corporation, event producer",,341002,,広島県 広島市安佐南区祇園６丁目 ９－５２ ,,,,,,34.4483717,132.4633308,,,,,,,7310138,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,髪工房シルハ,"Shiruha, hair salon",,341002,,広島県 広島市東区牛田旭 ２－６－１１ 今田ビル　１Ｆ,,,,,,34.4126086,132.4733478,,,,,,,7320067,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島アイホー調理機株式会社,"Hiroshima AIHO cooking appliance Co., Ltd.",,341002,,広島県 広島市西区大芝 ３丁目１８‐１４　 ,,,,,,34.4216739,132.4615289,,,,,,,7330001,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,安芸彩園,"Aki Saien, night club",,341002,,広島県 広島市中区銀山町 １２－９ ８７ビル４Ｆ,,,,,,34.3912608,132.4661194,,,,,,,7300022,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＭＩＲＡＩ,Mirai Clothing Store,,341002,,広島県 広島市中区袋町　 １－１２ ジロービル３階,,,,,,34.3919633,132.4604333,,,,,,,7300036,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ｄａｎｉｅｒ＆ｃｏ,Danier & Co,,341002,,広島県 広島市西区扇 ２丁目１－４５ レクト区画１９７,,,,,,34.3707092,132.4058372,,,,,,,7330831,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ドラッグス・ソウ　フレスタ波出石店,Drugs So Fresta Hadeishi Store,,341002,,広島県 広島市佐伯区五日市中央７丁目 １６－２６ フレスタ波出石店,,,,,,34.3828211,132.355955,,,,,,,7315128,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ドラッグス・ソウ　北口店,Drugs So Kitaguchi Store,,341002,,広島県 広島市佐伯区五日市駅前３丁目 ４－１５ Ｄ．Ｓ．ＰＬＵＳ１Ｆ,,,,,,34.3700147,132.3666356,,,,,,,7315125,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社ファーストクラス,"First Class Co., Ltd.",,341002,,広島県 広島市中区昭和町 ２‐８ 坂田ビル２Ｆ,,,,,,34.3834756,132.4657447,,,,,,,7300046,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,オフィスカバーズ藤井社会保険労務士事務所,Office Covers Fujii Social Insurance Consultant Office,,341002,,広島県 広島市安佐南区高取北１丁目 ４－３０ サンビル２階,,,,,,34.4753544,132.43761,,,,,,,7310144,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ドラッグス・ソウ本店,Drugs So Main Store,,341002,,広島県 広島市佐伯区旭園 ４－２９ 山根ビル１階,,,,,,34.3656647,132.3674608,,,,,,,7315133,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,クリス運送株式会社,"Chris Transport Co., Ltd.",,341002,,広島県 広島市安佐北区可部南４丁目 ６－３３ ,,,,,,34.5093633,132.5089125,,,,,,,7310223,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社中野鉄工所,"Nakano Tekkojo Co., Ltd.",,341002,,広島県 広島市　中区江波南２丁目 １４６８－７４ 株式会社中野鉄工所,,,,,,34.3632042,132.4348303,,,,,,,7300835,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社イシダ,"Ishida Co., Ltd.",,341002,,広島県 広島市南区仁保３丁目 ８１９－５０ ,,,,,,34.3667897,132.4999286,,,,,,,7340026,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,マルキタビール,Bar Marukita Beer,,341002,,広島県 広島市中区八丁堀 １２－３ 北山ビル１Ｆ,,,,,,34.3953625,132.4637133,,,,,,,7300013,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社ＳＨＯ,"SHO Co., Ltd.",,341002,,広島県 広島市中区西平塚町　 ９－１７ 第１博尚ビル６階,,,,,,34.3891997,132.4661386,,,,,,,7300024,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社　サンビジョン,"Realty Sun Vijyon Co., Ltd.",,341002,,広島県 広島市南区東雲２丁目 １８－２３ サンルート河野１Ｆ,,,,,,34.3791289,132.4903897,,,,,,,7340022,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,民主県政をつくる会,Political Group Minshu Kensei wo Tsukuru Kai,,341002,,広島県 広島市中区大手町４丁目 ２－２７ 中央レジデンス４０３号,,,,,,34.3861917,132.4528956,,,,,,,7300051,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,エムテック株式会社,"M Tech Co., Ltd.",,341002,,広島県 広島市南区上東雲町 ２３－８ ,,,,,,34.3851986,132.4884119,,,,,,,7340021,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,キャンディーフロス,Beauty Salon Candy Floss,,341002,,広島県 広島市中区中町 ２－２４ ＫＵＢビル５Ｆ,,,,,,34.3901772,132.4606414,,,,,,,7300037,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,丸宏青果株式会社,"Maruhiro Seika Vegetables and Fruits Co., Ltd.",,341002,,広島県 広島市安佐南区高取北３丁目 １３－５ ,,,,,,34.4741569,132.4342336,,,,,,,7310144,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社　イケマル,"Ikemaru Co., Ltd.",,341002,,広島県 広島市安佐南区古市３丁目 ５－１９－１０ ,,,,,,34.4511275,132.4696836,,,,,,,7310123,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社　ＶＥＲＪ,"Verj Co., Ltd.",,341002,,広島県 広島市佐伯区千同２丁目 ６－５－９ ,,,,,,34.380785,132.3515964,,,,,,,7315141,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社　クラフト,"Craft Co., Ltd.",,341002,,広島県 広島市安佐南区伴中央７丁目 １０ ,,,,,,34.4526036,132.3971592,,,,,,,7313165,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,（株）スクラム,"Scrum Co., Ltd.",,341002,,広島県 広島市西区三篠北町　 １５－７ 山崎ビル１階,,,,,,34.4173161,132.4535833,,,,,,,7330006,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社栄林商会,"Eirin Shokai Tradings Co., Ltd.",,341002,,広島県 広島市東区温品 ４丁目２４‐１１ 日研ビル地下１Ｆ,,,,,,34.409185,132.5098103,,,,,,,7320033,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ペニーレーン,Bar Penny Lane,,341002,,広島県 広島市　安佐北区可部５丁目 １３－７ 玉田ビル２階,,,,,,34.5195931,132.51123,,,,,,,7310221,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,原スポーツ鍼灸治療院,Hara Sports Acupuncture and Moxibustion Clinic ,,341002,,広島県 広島市佐伯区五日市中央５丁目 １３－３１ ,,,,,,34.3745694,132.3526964,,,,,,,7315128,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,合同会社　サイバードリーム,Ciber Dream LLC,,341002,,広島県 広島市西区古江上１丁目 ３８２－１０ 古江パークホームズ２０６号,,,,,,34.3918353,132.4071758,,,,,,,7330875,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,洋食屋ＭＵＬＢＥＲＲＹ,Restaurant Yoshokuya Mulberry ,,341002,,広島県 広島市西区横川町 ３丁目１２－４ ,,,,,,34.4088475,132.4509281,,,,,,,7330011,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,まな－むぴぃすぅあ,Thai Restaurant Manamu Piiswa,,341002,,広島県 広島市南区稲荷町 ８ 京橋川オープンカフェ,,,,,,34.3932883,132.4701775,,,,,,,7320827,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,カジュアルキッチンＫＡＫＵＲＥＧＯ,Casual Kitchen Kakurego,,341002,,広島県 広島市中区本通　 ８－１５ ＨＭ本通会館４階,,,,,,34.3928158,132.4586283,,,,,,,7300035,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,がじゅまる動物クリニック,Animal Clinic Gajumalu,,341002,,広島県 広島市南区段原南２丁目 １－１５ 沢村ビル１階,,,,,,34.3859428,132.4791411,,,,,,,7320814,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,イタリア料理店　リベロ,Italian Restaurant Libero,,341002,,広島県 広島市中区幟町 １０－１４ 宇佐川本館ビル１０２号,,,,,,34.3940858,132.4668472,,,,,,,7300016,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,スズキアリーナ庚午,Suzuki Arena Kogo Corporation Inc..,,341002,,広島県 広島市西区庚午北２丁目 ８－５ スズキアリーナ庚午,,,,,,34.3908631,132.4220414,,,,,,,7330821,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,将栄興業株式会社,"Shoei Kogyo Co., Ltd.",,341002,,広島県 広島市東区戸坂大上４丁目 ２８－２０ 戸坂グリーンハイツ１０２号,,,,,,34.4245744,132.494955,,,,,,,7320014,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,斗斗家（味わい処そば）,Restaurant Totoya Ajiwaidokoro Soba ,,341002,,広島県 広島市西区横川町 ３丁目５－２０ あすなろビル１０３号,,,,,,34.40955,132.4519117,,,,,,,7330011,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,将栄興業株式会社,"Shoei Kogyo Co., Ltd.",,341002,,広島県 広島市東区中山鏡が丘 ２０－１３ ,,,,,,34.4160283,132.5007294,,,,,,,7320022,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,チャレンジド元気,Challenged Genki,,341002,,広島県 広島市安佐北区大林２丁目 １３－２２－５ ,,,,,,34.5472344,132.5375969,,,,,,,7310201,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社東和総合研究所,"Towa Sogo Kenkyujo Co., Ltd.",,341002,,広島県 広島市中区鉄砲町 １－１８ 佐々木ビル１０階,,,,,,34.3973875,132.4649244,,,,,,,7300017,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社石川クラブ,"Ishikawa Club Co., Ltd.",,341002,,広島県 広島市東区山根町 １４－９ エスポアール石川３　１０４号,,,,,,34.4025408,132.4896172,,,,,,,7320048,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社シーズウェイ,"Seeds Way Co., Ltd.",,341002,,広島県 広島市中区本通 ４－２３ 日本メデトピアビル３Ｆ,,,,,,34.3933772,132.4593897,,,,,,,7300035,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,しみず眼科,Shimizu Ophthalmologist,,341002,,広島県 広島市西区井口明神１丁目 １４－４９ 明神ビル４Ｆ,,,,,,34.3736758,132.3928072,,,,,,,7330841,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ぎおん牛田病院附属牛田クリニック,"Gion Ushita hospital, Ushita clinic",,341002,,広島県 広島市　東区牛田本町１丁目 ５－１４ エスト牛田本町１階,,,,,,34.4090564,132.4714494,,,,,,,7320066,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,メートル（ｍａｉｔｒｅ）,"maitre, hair salon",,341002,,広島県 広島市中区本通 １－６ ミタキヤビル５Ｆ,,,,,,34.3931025,132.4617917,,,,,,,7300035,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社クラフトコーポレーション,"CRAFT CORPORATION Co., Ltd.",,341002,,広島県 広島市安佐南区西原２丁目 ９－３７ 第３森下ビル１階,,,,,,34.4339931,132.4667092,,,,,,,7310113,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社エポカフードサービス,"Epoca food service Co., Ltd.",,341002,,広島県 広島市安佐南区祇園２丁目 ５－１８ 有料老人ホーム・ドエル,,,,,,34.4465192,132.4676669,,,,,,,7310138,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,八丁堀眼科医院,Hacchobori ophthalmic clinic,,341002,,広島県 広島市中区鉄砲町 ９－１０ 湯浅ビル３階,,,,,,34.3942997,132.4646694,,,,,,,7300017,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島中央センター,Hiroshima Chuo Center,,341002,,広島県 広島市中区本通 ５－９ ,,,,,,34.3934828,132.4581814,,,,,,,7300035,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,山崎整形外科内科クリニック,"Yamasaki clinic, orthopedic & internal medicine ",,341002,,広島県 広島市安佐南区毘沙門台１丁目 ５－２３ ,,,,,,34.4702581,132.4653383,,,,,,,7310152,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,河村内科消化器クリニック,Kawamura Gastroenterology Clinic,,341002,,広島県 広島市中区大手町 １丁目６－１　　 河村内科消化器科クリニック５Ｆ,,,,,,34.3949319,132.4544367,,,,,,,7300051,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,向井眼科,Mukai Ophthalmologist,,341002,,広島県 広島市安佐南区祇園 ２丁目４１－１ ,,,,,,34.4389617,132.4657311,,,,,,,7310138,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,多田耳鼻咽喉科クリニック,Tada Otorhinolaryngologist,,341002,,広島県 広島市南区東雲本町２丁目 １３－３０ クレールＤＡＴＥ１Ｆ,,,,,,34.3808125,132.48614,,,,,,,7340023,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,セントラルオフィス,Central Office Real Estate,,341002,,広島県 広島市中区中町　 ２－１４ 中川共栄ビル１階,,,,,,34.3897803,132.4603417,,,,,,,7300037,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,サカイ,Sakai Japanese Restaurant,,341002,,広島県 広島市中区胡町 ３－１２ パレ三番街１Ｆ,,,,,,34.3926025,132.4649722,,,,,,,7300021,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社エヌエスホーム,"NS Home Co., Ltd.",,341002,,広島県 広島市安佐北区落合２丁目 １６－１７ ,,,,,,34.4817497,132.5085517,,,,,,,7391731,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,株式会社広成堂,"Koseido Co., Ltd.",,341002,,広島県 広島市西区商工センター８丁目 ２－５２ ,,,,,,34.3645737,132.3824313,,,,,,,7330833,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,Ｐｒｅｃｉｏｕｓ,Precious,,341002,,広島県 広島市佐伯区五日市中央 ５丁目２０－１７ 第３西村ビル３階,,,,,,34.3738389,132.3575856,,,,,,,7315128,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,焼肉きたじま,Yakiniku Restaurant Kitajima ,,341002,,広島県 広島市中区立町　 ６－１ 立町ＷＩＮＧＢ１Ｆ,,,,,,34.3932525,132.4614944,,,,,,,7300032,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島トレーニングセンター＆プロショップ,Hiroshima Training Center and Pro Shop,,341002,,広島県 広島市中区舟入本町　 １８－２４ 花木ビル１階,,,,,,34.3843944,132.4446822,,,,,,,7300843,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社日東ベンディング中国,"Nitto Vending Chugoku Co., Ltd.",,341002,,広島県 広島市佐伯区五日市町大字美鈴園 ２－８ ,,,,,,34.3794881,132.3640783,,,,,,,7315121,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,有限会社英光工業,"Eiko Kogyo Co., Ltd.",,341002,,広島県 広島市西区東観音町　 ２－１５ ロッコーマンション東観音コーポ２０７号,,,,,,34.3926133,132.4408542,,,,,,,7330032,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島県総合グランド,Hiroshima General Ground,,341002,,広島県 広島市西区観音新町 ２‐１１‐１２４ 県営総合グラウンド広島スタジアム,,,,,,34.3779703,132.4238747,,,,,,,7330036,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,風雲丸　祇園西原店,"Fuunmaru Restaurant, Gion Nishihara Shop",,341002,,広島県 広島市安佐南区西原４丁目 ４２－５０ ,,,,,,34.4358264,132.4708564,,,,,,,7310113,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ばり馬祇園新道店,"Bariuma Restaurant, Gion Shindo Shop",,341002,,広島県 広島市安佐南区西原７丁目 ４－１５ ,,,,,,34.4428425,132.475055,,,,,,,7310113,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,とりの助八木店,"Torinosuke Restaurant, Yagi Shop",,341002,,広島県 広島市安佐南区八木５丁目 ４－１６ ,,,,,,34.4823803,132.4981739,,,,,,,7310101,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,（株）ガレージスリーセブン,"Garage Three Seven Co., Ltd.",,341002,,広島県 広島市安佐南区伴東 ７丁目３１－１１ ,,,,,,34.4654939,132.4173906,,,,,,,7313164,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＢＡＲスカラベ,BAR Scarab,,341002,,広島県 広島市中区胡町　 ４－２４ クリタ胡町ビル５ＦＡ号,,,,,,34.3930108,132.4653,,,,,,,7300021,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,広島パークレーン,Hiroshima Park Lane Bowling Center,,341002,,広島県 広島市中区八丁堀 １１－６ ,,,,,,34.3954017,132.4624831,,,,,,,7300013,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,希林,"Kirin, Izakaya",,341002,,広島県 広島市中区堺町２丁目 ４－１６ 堺町Ｙビル１Ｆ,,,,,,34.394646,132.4441721,,,,,,,7300853,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,ＷＩＬＬＥＲ　ＥＸＰＲＥＳＳ株式会社,"WILLER EXPRESS Co., Ltd.",,341002,,広島県 広島市東区二葉の里３丁目 ５－７ ＧＲＡＮＯＤＥ広島１階,,,,,,34.4004215,132.4750636,,,,,,,7320057,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,呑ん処てんまり,"Tenmari, izakaya",,341002,,広島県 広島市中区流川町　 ５－１９ カサブランカビル２０７０号,,,,,,34.3898525,132.4639667,,,,,,,7300028,Hiroshima_Free_Wi-Fi_Lite,,,
314002,,,広島県広島市,日東カストディアルサービス株式会社,"Nitto Custodial Service Co., Ltd.",,341002,,広島県 広島市南区松川町 １－１９ 太陽生命松川町ビル４階,,,,,,34.3913219,132.4719167,,,,,,,7320826,Hiroshima_Free_Wi-Fi_Lite,,,
