source_record_id,name,name_kana,name_ko,translation_source,translation_status,municipality,address,lat,lng,disposition,classification,reason,parent_record_id,parent_name
0000000057,廬山寺,ロザンジ,로잔지,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区寺町通広小路上ル北之辺町397,35.024633,135.768280,primary,religious_site,name matched /寺|神社|神宮|天満宮|大社|地蔵|不動|観音|霊廟|墓所/,,
0000009089,御所西あいぜん 西村兄妹キモノ店,ゴショニシアイゼン ニシムラキョウダイキモノテン,고쇼니시아이젠 니시무라교다이키모노텐,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区上長者町通室町西入る,35.023734,135.757603,excluded_non_primary,retail_or_rental_service,name matched /レンタル|貸衣装|着付け|変身|商店|ショップ|ショッピング|土産|専門店|工房|スタジオ|手創り体験|手作り体験|京あるき|サイクル|店($|[（(])/,,
0000003484,公益財団法人手織技術振興財団 織成舘,オリナスカン,오리나스칸,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区浄福寺通上立売上ル大黒町693,35.032855,135.745410,needs_review,ambiguous_facility,no high-confidence place or exclusion rule matched,,
0000007751,上七軒くろすけ,カミシチケンクロスケ,카미시치켄쿠로스케,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区今出川通七本松西入ル真盛町699,35.030675,135.737294,primary,district_or_street,named district confirmed by description,,
0000000072,西陣,ニシジン,니시진,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区,,,primary,district_or_street,named district confirmed by description,,
0000006077,虎屋菓寮 京都一条店,トラヤカリョウ キョウトイチジョウテン,토라야카료 교토이치조텐,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区一条通烏丸西入広橋殿町400,35.026460,135.758525,excluded_non_primary,food_or_beverage,name matched /料理|食堂|レストラン|カフェ|喫茶|茶屋|料亭|割烹|菓子|菓寮|餅|豆腐|とうふ|納豆|漬物|パン|珈琲|コーヒー|ワイン|ビール|酒造|醤油|グリル|洋食|そば|うどん|寿司|鮨|焼肉|ラーメン|スイーツ|甘味|御すぐき|本舗|茶房|食文化|食事処/,,
0000000078,上七軒,カミシチケン,카미시치켄,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区今出川通七本松西入真盛町742,35.029960,135.736726,primary,district_or_street,named district confirmed by description,,
0000006105,染井,ソメイ,소메이,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区寺町通広小路上ル染殿町,35.025091,135.767338,needs_review,ambiguous_facility,no high-confidence place or exclusion rule matched,,
0000000081,本法寺,ホンポウジ,혼포지,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区小川通寺之内上る本法寺前町617,35.035020,135.752137,primary,religious_site,name matched /寺|神社|神宮|天満宮|大社|地蔵|不動|観音|霊廟|墓所/,,
0000006078,千本玉壽軒,センボンタマジュケン,센본타마주켄,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区千本通今出川上ル,35.030517,135.741918,needs_review,ambiguous_facility,no high-confidence place or exclusion rule matched,,
0000003621,相国寺承天閣美術館,ショウコクジジョウテンカクビジュツカン,쇼코쿠지조텐카쿠미술관,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区今出川通烏丸東入相国寺門前町701,35.033620,135.762612,primary,religious_site,name matched /寺|神社|神宮|天満宮|大社|地蔵|不動|観音|霊廟|墓所/,,
0000009488,瑞春院,ズイシュンイン,즈이슌인,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区今出川烏丸東入相国寺門前町701,35.032223,135.760229,primary,religious_site,religious suffix confirmed by description,,
0000003619,茶道資料館・今日庵文庫,チャドウシリョウカン・コンニチアンブンコ,차도자료관 콘니치안분코,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区堀川通寺之内上る寺之内竪町682番地 裏千家センター内,35.034740,135.752018,primary,museum_or_gallery,name matched /博物館|美術館|資料館|記念館|ミュージアム/,,
0000007728,あかりデザイン工房,アカリデザインコウボウ,아카리데자인코보,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区下之町422番地,35.018771,135.736418,excluded_non_primary,retail_or_rental_service,name matched /レンタル|貸衣装|着付け|変身|商店|ショップ|ショッピング|土産|専門店|工房|スタジオ|手創り体験|手作り体験|京あるき|サイクル|店($|[（(])/,,
0000003482,西陣織会館,ニシジンオリカイカン,니시진오리카이칸,official_kana_transliteration,auto_needs_review,京都市上京区,京都府京都市上京区西堀川通元誓願寺上る竪門前町414番地,35.028774,135.751678,needs_review,visitor_cultural_candidate,"visitor-facing facility, but hall/center names may mix museums, shops and public services",,
